staging_record_id,ucr_id,source_system,source_record_id,deterministic_cluster_id,probabilistic_cluster_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
STG033585,,ONLINE,SES000283,,,anonymous_unresolvable,Not applicable,,,,,
STG033590,,ONLINE,SES000288,,,anonymous_unresolvable,Not applicable,,,,,
STG033592,,ONLINE,SES000290,,,anonymous_unresolvable,Not applicable,,,,,
STG033596,,ONLINE,SES000294,,,anonymous_unresolvable,Not applicable,,,,,
STG033597,,ONLINE,SES000295,,,anonymous_unresolvable,Not applicable,,,,,
STG033606,,ONLINE,SES000304,,,anonymous_unresolvable,Not applicable,,,,,
STG033616,,ONLINE,SES000314,,,anonymous_unresolvable,Not applicable,,,,,
STG033618,,ONLINE,SES000316,,,anonymous_unresolvable,Not applicable,,,,,
STG033627,,ONLINE,SES000325,,,anonymous_unresolvable,Not applicable,,,,,
STG033629,,ONLINE,SES000327,,,anonymous_unresolvable,Not applicable,,,,,
STG033635,,ONLINE,SES000333,,,anonymous_unresolvable,Not applicable,,,,,
STG033636,,ONLINE,SES000334,,,anonymous_unresolvable,Not applicable,,,,,
STG033639,,ONLINE,SES000337,,,anonymous_unresolvable,Not applicable,,,,,
STG033641,,ONLINE,SES000339,,,anonymous_unresolvable,Not applicable,,,,,
STG033643,,ONLINE,SES000341,,,anonymous_unresolvable,Not applicable,,,,,
STG033647,,ONLINE,SES000345,,,anonymous_unresolvable,Not applicable,,,,,
STG033654,,ONLINE,SES000352,,,anonymous_unresolvable,Not applicable,,,,,
STG033660,,ONLINE,SES000358,,,anonymous_unresolvable,Not applicable,,,,,
STG033661,,ONLINE,SES000359,,,anonymous_unresolvable,Not applicable,,,,,
STG033662,,ONLINE,SES000360,,,anonymous_unresolvable,Not applicable,,,,,
STG033663,,ONLINE,SES000361,,,anonymous_unresolvable,Not applicable,,,,,
STG033665,,ONLINE,SES000363,,,anonymous_unresolvable,Not applicable,,,,,
STG033666,,ONLINE,SES000364,,,anonymous_unresolvable,Not applicable,,,,,
STG033668,,ONLINE,SES000366,,,anonymous_unresolvable,Not applicable,,,,,
STG033684,,ONLINE,SES000382,,,anonymous_unresolvable,Not applicable,,,,,
STG033694,,ONLINE,SES000392,,,anonymous_unresolvable,Not applicable,,,,,
STG033696,,ONLINE,SES000394,,,anonymous_unresolvable,Not applicable,,,,,
STG033699,,ONLINE,SES000397,,,anonymous_unresolvable,Not applicable,,,,,
STG033710,,ONLINE,SES000408,,,anonymous_unresolvable,Not applicable,,,,,
STG033717,,ONLINE,SES000415,,,anonymous_unresolvable,Not applicable,,,,,
STG033720,,ONLINE,SES000418,,,anonymous_unresolvable,Not applicable,,,,,
STG033723,,ONLINE,SES000421,,,anonymous_unresolvable,Not applicable,,,,,
STG033724,,ONLINE,SES000422,,,anonymous_unresolvable,Not applicable,,,,,
STG033725,,ONLINE,SES000423,,,anonymous_unresolvable,Not applicable,,,,,
STG033726,,ONLINE,SES000424,,,anonymous_unresolvable,Not applicable,,,,,
STG033733,,ONLINE,SES000431,,,anonymous_unresolvable,Not applicable,,,,,
STG033734,,ONLINE,SES000432,,,anonymous_unresolvable,Not applicable,,,,,
STG033742,,ONLINE,SES000440,,,anonymous_unresolvable,Not applicable,,,,,
STG033768,,ONLINE,SES000466,,,anonymous_unresolvable,Not applicable,,,,,
STG033772,,ONLINE,SES000470,,,anonymous_unresolvable,Not applicable,,,,,
STG033780,,ONLINE,SES000478,,,anonymous_unresolvable,Not applicable,,,,,
STG033783,,ONLINE,SES000481,,,anonymous_unresolvable,Not applicable,,,,,
STG033784,,ONLINE,SES000482,,,anonymous_unresolvable,Not applicable,,,,,
STG033785,,ONLINE,SES000483,,,anonymous_unresolvable,Not applicable,,,,,
STG033787,,ONLINE,SES000485,,,anonymous_unresolvable,Not applicable,,,,,
STG033792,,ONLINE,SES000490,,,anonymous_unresolvable,Not applicable,,,,,
STG033793,,ONLINE,SES000491,,,anonymous_unresolvable,Not applicable,,,,,
STG033799,,ONLINE,SES000497,,,anonymous_unresolvable,Not applicable,,,,,
STG033801,,ONLINE,SES000499,,,anonymous_unresolvable,Not applicable,,,,,
STG033803,,ONLINE,SES000501,,,anonymous_unresolvable,Not applicable,,,,,
STG033805,,ONLINE,SES000503,,,anonymous_unresolvable,Not applicable,,,,,
STG033806,,ONLINE,SES000504,,,anonymous_unresolvable,Not applicable,,,,,
STG033807,,ONLINE,SES000505,,,anonymous_unresolvable,Not applicable,,,,,
STG033808,,ONLINE,SES000506,,,anonymous_unresolvable,Not applicable,,,,,
STG033809,,ONLINE,SES000507,,,anonymous_unresolvable,Not applicable,,,,,
STG033820,,ONLINE,SES000518,,,anonymous_unresolvable,Not applicable,,,,,
STG033822,,ONLINE,SES000520,,,anonymous_unresolvable,Not applicable,,,,,
STG033831,,ONLINE,SES000529,,,anonymous_unresolvable,Not applicable,,,,,
STG033843,,ONLINE,SES000541,,,anonymous_unresolvable,Not applicable,,,,,
STG033846,,ONLINE,SES000544,,,anonymous_unresolvable,Not applicable,,,,,
STG033847,,ONLINE,SES000545,,,anonymous_unresolvable,Not applicable,,,,,
STG033850,,ONLINE,SES000548,,,anonymous_unresolvable,Not applicable,,,,,
STG033851,,ONLINE,SES000549,,,anonymous_unresolvable,Not applicable,,,,,
STG033856,,ONLINE,SES000554,,,anonymous_unresolvable,Not applicable,,,,,
STG033870,,ONLINE,SES000568,,,anonymous_unresolvable,Not applicable,,,,,
STG033880,,ONLINE,SES000578,,,anonymous_unresolvable,Not applicable,,,,,
STG033882,,ONLINE,SES000580,,,anonymous_unresolvable,Not applicable,,,,,
STG033883,,ONLINE,SES000581,,,anonymous_unresolvable,Not applicable,,,,,
STG033885,,ONLINE,SES000583,,,anonymous_unresolvable,Not applicable,,,,,
STG033887,,ONLINE,SES000585,,,anonymous_unresolvable,Not applicable,,,,,
STG033889,,ONLINE,SES000587,,,anonymous_unresolvable,Not applicable,,,,,
STG033896,,ONLINE,SES000594,,,anonymous_unresolvable,Not applicable,,,,,
STG033897,,ONLINE,SES000595,,,anonymous_unresolvable,Not applicable,,,,,
STG033899,,ONLINE,SES000597,,,anonymous_unresolvable,Not applicable,,,,,
STG033901,,ONLINE,SES000599,,,anonymous_unresolvable,Not applicable,,,,,
STG033906,,ONLINE,SES000604,,,anonymous_unresolvable,Not applicable,,,,,
STG033907,,ONLINE,SES000605,,,anonymous_unresolvable,Not applicable,,,,,
STG033914,,ONLINE,SES000612,,,anonymous_unresolvable,Not applicable,,,,,
STG033915,,ONLINE,SES000613,,,anonymous_unresolvable,Not applicable,,,,,
STG033916,,ONLINE,SES000614,,,anonymous_unresolvable,Not applicable,,,,,
STG033924,,ONLINE,SES000622,,,anonymous_unresolvable,Not applicable,,,,,
STG033929,,ONLINE,SES000627,,,anonymous_unresolvable,Not applicable,,,,,
STG033930,,ONLINE,SES000628,,,anonymous_unresolvable,Not applicable,,,,,
STG033935,,ONLINE,SES000633,,,anonymous_unresolvable,Not applicable,,,,,
STG033938,,ONLINE,SES000636,,,anonymous_unresolvable,Not applicable,,,,,
STG033940,,ONLINE,SES000638,,,anonymous_unresolvable,Not applicable,,,,,
STG033942,,ONLINE,SES000640,,,anonymous_unresolvable,Not applicable,,,,,
STG033943,,ONLINE,SES000641,,,anonymous_unresolvable,Not applicable,,,,,
STG033944,,ONLINE,SES000642,,,anonymous_unresolvable,Not applicable,,,,,
STG033946,,ONLINE,SES000644,,,anonymous_unresolvable,Not applicable,,,,,
STG033951,,ONLINE,SES000649,,,anonymous_unresolvable,Not applicable,,,,,
STG033952,,ONLINE,SES000650,,,anonymous_unresolvable,Not applicable,,,,,
STG033956,,ONLINE,SES000654,,,anonymous_unresolvable,Not applicable,,,,,
STG033957,,ONLINE,SES000655,,,anonymous_unresolvable,Not applicable,,,,,
STG033960,,ONLINE,SES000658,,,anonymous_unresolvable,Not applicable,,,,,
STG033961,,ONLINE,SES000659,,,anonymous_unresolvable,Not applicable,,,,,
STG033963,,ONLINE,SES000661,,,anonymous_unresolvable,Not applicable,,,,,
STG033977,,ONLINE,SES000675,,,anonymous_unresolvable,Not applicable,,,,,
STG033981,,ONLINE,SES000679,,,anonymous_unresolvable,Not applicable,,,,,
STG033984,,ONLINE,SES000682,,,anonymous_unresolvable,Not applicable,,,,,
STG033988,,ONLINE,SES000686,,,anonymous_unresolvable,Not applicable,,,,,
STG033992,,ONLINE,SES000690,,,anonymous_unresolvable,Not applicable,,,,,
STG033993,,ONLINE,SES000691,,,anonymous_unresolvable,Not applicable,,,,,
STG033994,,ONLINE,SES000692,,,anonymous_unresolvable,Not applicable,,,,,
STG033999,,ONLINE,SES000697,,,anonymous_unresolvable,Not applicable,,,,,
STG034000,,ONLINE,SES000698,,,anonymous_unresolvable,Not applicable,,,,,
STG034001,,ONLINE,SES000699,,,anonymous_unresolvable,Not applicable,,,,,
STG034002,,ONLINE,SES000700,,,anonymous_unresolvable,Not applicable,,,,,
STG034004,,ONLINE,SES000702,,,anonymous_unresolvable,Not applicable,,,,,
STG034006,,ONLINE,SES000704,,,anonymous_unresolvable,Not applicable,,,,,
STG034013,,ONLINE,SES000711,,,anonymous_unresolvable,Not applicable,,,,,
STG034015,,ONLINE,SES000713,,,anonymous_unresolvable,Not applicable,,,,,
STG034018,,ONLINE,SES000716,,,anonymous_unresolvable,Not applicable,,,,,
STG034019,,ONLINE,SES000717,,,anonymous_unresolvable,Not applicable,,,,,
STG034023,,ONLINE,SES000721,,,anonymous_unresolvable,Not applicable,,,,,
STG034024,,ONLINE,SES000722,,,anonymous_unresolvable,Not applicable,,,,,
STG034025,,ONLINE,SES000723,,,anonymous_unresolvable,Not applicable,,,,,
STG034026,,ONLINE,SES000724,,,anonymous_unresolvable,Not applicable,,,,,
STG034028,,ONLINE,SES000726,,,anonymous_unresolvable,Not applicable,,,,,
STG034034,,ONLINE,SES000732,,,anonymous_unresolvable,Not applicable,,,,,
STG034046,,ONLINE,SES000744,,,anonymous_unresolvable,Not applicable,,,,,
STG034052,,ONLINE,SES000750,,,anonymous_unresolvable,Not applicable,,,,,
STG034053,,ONLINE,SES000751,,,anonymous_unresolvable,Not applicable,,,,,
STG034056,,ONLINE,SES000754,,,anonymous_unresolvable,Not applicable,,,,,
STG034065,,ONLINE,SES000763,,,anonymous_unresolvable,Not applicable,,,,,
STG034075,,ONLINE,SES000773,,,anonymous_unresolvable,Not applicable,,,,,
STG034077,,ONLINE,SES000775,,,anonymous_unresolvable,Not applicable,,,,,
STG034079,,ONLINE,SES000777,,,anonymous_unresolvable,Not applicable,,,,,
STG034080,,ONLINE,SES000778,,,anonymous_unresolvable,Not applicable,,,,,
STG034083,,ONLINE,SES000781,,,anonymous_unresolvable,Not applicable,,,,,
STG034089,,ONLINE,SES000787,,,anonymous_unresolvable,Not applicable,,,,,
STG034108,,ONLINE,SES000806,,,anonymous_unresolvable,Not applicable,,,,,
STG034111,,ONLINE,SES000809,,,anonymous_unresolvable,Not applicable,,,,,
STG034112,,ONLINE,SES000810,,,anonymous_unresolvable,Not applicable,,,,,
STG034113,,ONLINE,SES000811,,,anonymous_unresolvable,Not applicable,,,,,
STG034115,,ONLINE,SES000813,,,anonymous_unresolvable,Not applicable,,,,,
STG034117,,ONLINE,SES000815,,,anonymous_unresolvable,Not applicable,,,,,
STG034119,,ONLINE,SES000817,,,anonymous_unresolvable,Not applicable,,,,,
STG034122,,ONLINE,SES000820,,,anonymous_unresolvable,Not applicable,,,,,
STG034125,,ONLINE,SES000823,,,anonymous_unresolvable,Not applicable,,,,,
STG034128,,ONLINE,SES000826,,,anonymous_unresolvable,Not applicable,,,,,
STG034129,,ONLINE,SES000827,,,anonymous_unresolvable,Not applicable,,,,,
STG034130,,ONLINE,SES000828,,,anonymous_unresolvable,Not applicable,,,,,
STG034134,,ONLINE,SES000832,,,anonymous_unresolvable,Not applicable,,,,,
STG034137,,ONLINE,SES000835,,,anonymous_unresolvable,Not applicable,,,,,
STG034144,,ONLINE,SES000842,,,anonymous_unresolvable,Not applicable,,,,,
STG034154,,ONLINE,SES000852,,,anonymous_unresolvable,Not applicable,,,,,
STG034157,,ONLINE,SES000855,,,anonymous_unresolvable,Not applicable,,,,,
STG034162,,ONLINE,SES000860,,,anonymous_unresolvable,Not applicable,,,,,
STG034164,,ONLINE,SES000862,,,anonymous_unresolvable,Not applicable,,,,,
STG034166,,ONLINE,SES000864,,,anonymous_unresolvable,Not applicable,,,,,
STG034169,,ONLINE,SES000867,,,anonymous_unresolvable,Not applicable,,,,,
STG034171,,ONLINE,SES000869,,,anonymous_unresolvable,Not applicable,,,,,
STG034176,,ONLINE,SES000874,,,anonymous_unresolvable,Not applicable,,,,,
STG034182,,ONLINE,SES000880,,,anonymous_unresolvable,Not applicable,,,,,
STG034187,,ONLINE,SES000885,,,anonymous_unresolvable,Not applicable,,,,,
STG034196,,ONLINE,SES000894,,,anonymous_unresolvable,Not applicable,,,,,
STG034201,,ONLINE,SES000899,,,anonymous_unresolvable,Not applicable,,,,,
STG034212,,ONLINE,SES000910,,,anonymous_unresolvable,Not applicable,,,,,
STG034214,,ONLINE,SES000912,,,anonymous_unresolvable,Not applicable,,,,,
STG034216,,ONLINE,SES000914,,,anonymous_unresolvable,Not applicable,,,,,
STG034217,,ONLINE,SES000915,,,anonymous_unresolvable,Not applicable,,,,,
STG034223,,ONLINE,SES000921,,,anonymous_unresolvable,Not applicable,,,,,
STG034224,,ONLINE,SES000922,,,anonymous_unresolvable,Not applicable,,,,,
STG034228,,ONLINE,SES000926,,,anonymous_unresolvable,Not applicable,,,,,
STG034229,,ONLINE,SES000927,,,anonymous_unresolvable,Not applicable,,,,,
STG034230,,ONLINE,SES000928,,,anonymous_unresolvable,Not applicable,,,,,
STG034232,,ONLINE,SES000930,,,anonymous_unresolvable,Not applicable,,,,,
STG034238,,ONLINE,SES000936,,,anonymous_unresolvable,Not applicable,,,,,
STG034239,,ONLINE,SES000937,,,anonymous_unresolvable,Not applicable,,,,,
STG034242,,ONLINE,SES000940,,,anonymous_unresolvable,Not applicable,,,,,
STG034243,,ONLINE,SES000941,,,anonymous_unresolvable,Not applicable,,,,,
STG034249,,ONLINE,SES000947,,,anonymous_unresolvable,Not applicable,,,,,
STG034252,,ONLINE,SES000950,,,anonymous_unresolvable,Not applicable,,,,,
STG034253,,ONLINE,SES000951,,,anonymous_unresolvable,Not applicable,,,,,
STG034259,,ONLINE,SES000957,,,anonymous_unresolvable,Not applicable,,,,,
STG034260,,ONLINE,SES000958,,,anonymous_unresolvable,Not applicable,,,,,
STG034262,,ONLINE,SES000960,,,anonymous_unresolvable,Not applicable,,,,,
STG034267,,ONLINE,SES000965,,,anonymous_unresolvable,Not applicable,,,,,
STG034276,,ONLINE,SES000974,,,anonymous_unresolvable,Not applicable,,,,,
STG034278,,ONLINE,SES000976,,,anonymous_unresolvable,Not applicable,,,,,
STG034279,,ONLINE,SES000977,,,anonymous_unresolvable,Not applicable,,,,,
STG034280,,ONLINE,SES000978,,,anonymous_unresolvable,Not applicable,,,,,
STG034285,,ONLINE,SES000983,,,anonymous_unresolvable,Not applicable,,,,,
STG034287,,ONLINE,SES000985,,,anonymous_unresolvable,Not applicable,,,,,
STG034288,,ONLINE,SES000986,,,anonymous_unresolvable,Not applicable,,,,,
STG034292,,ONLINE,SES000990,,,anonymous_unresolvable,Not applicable,,,,,
STG034296,,ONLINE,SES000994,,,anonymous_unresolvable,Not applicable,,,,,
STG034297,,ONLINE,SES000995,,,anonymous_unresolvable,Not applicable,,,,,
STG034298,,ONLINE,SES000996,,,anonymous_unresolvable,Not applicable,,,,,
STG034303,,ONLINE,SES001001,,,anonymous_unresolvable,Not applicable,,,,,
STG034314,,ONLINE,SES001012,,,anonymous_unresolvable,Not applicable,,,,,
STG034315,,ONLINE,SES001013,,,anonymous_unresolvable,Not applicable,,,,,
STG034317,,ONLINE,SES001015,,,anonymous_unresolvable,Not applicable,,,,,
STG034318,,ONLINE,SES001016,,,anonymous_unresolvable,Not applicable,,,,,
STG034321,,ONLINE,SES001019,,,anonymous_unresolvable,Not applicable,,,,,
STG034324,,ONLINE,SES001022,,,anonymous_unresolvable,Not applicable,,,,,
STG034326,,ONLINE,SES001024,,,anonymous_unresolvable,Not applicable,,,,,
STG034327,,ONLINE,SES001025,,,anonymous_unresolvable,Not applicable,,,,,
STG034333,,ONLINE,SES001031,,,anonymous_unresolvable,Not applicable,,,,,
STG034335,,ONLINE,SES001033,,,anonymous_unresolvable,Not applicable,,,,,
STG034342,,ONLINE,SES001040,,,anonymous_unresolvable,Not applicable,,,,,
STG034349,,ONLINE,SES001047,,,anonymous_unresolvable,Not applicable,,,,,
STG034351,,ONLINE,SES001049,,,anonymous_unresolvable,Not applicable,,,,,
STG034357,,ONLINE,SES001055,,,anonymous_unresolvable,Not applicable,,,,,
STG034360,,ONLINE,SES001058,,,anonymous_unresolvable,Not applicable,,,,,
STG034361,,ONLINE,SES001059,,,anonymous_unresolvable,Not applicable,,,,,
STG034368,,ONLINE,SES001066,,,anonymous_unresolvable,Not applicable,,,,,
STG034374,,ONLINE,SES001072,,,anonymous_unresolvable,Not applicable,,,,,
STG034375,,ONLINE,SES001073,,,anonymous_unresolvable,Not applicable,,,,,
STG034377,,ONLINE,SES001075,,,anonymous_unresolvable,Not applicable,,,,,
STG034380,,ONLINE,SES001078,,,anonymous_unresolvable,Not applicable,,,,,
STG034382,,ONLINE,SES001080,,,anonymous_unresolvable,Not applicable,,,,,
STG034386,,ONLINE,SES001084,,,anonymous_unresolvable,Not applicable,,,,,
STG034391,,ONLINE,SES001089,,,anonymous_unresolvable,Not applicable,,,,,
STG034400,,ONLINE,SES001098,,,anonymous_unresolvable,Not applicable,,,,,
STG034402,,ONLINE,SES001100,,,anonymous_unresolvable,Not applicable,,,,,
STG034403,,ONLINE,SES001101,,,anonymous_unresolvable,Not applicable,,,,,
STG034405,,ONLINE,SES001103,,,anonymous_unresolvable,Not applicable,,,,,
STG034406,,ONLINE,SES001104,,,anonymous_unresolvable,Not applicable,,,,,
STG034408,,ONLINE,SES001106,,,anonymous_unresolvable,Not applicable,,,,,
STG034409,,ONLINE,SES001107,,,anonymous_unresolvable,Not applicable,,,,,
STG034410,,ONLINE,SES001108,,,anonymous_unresolvable,Not applicable,,,,,
STG034416,,ONLINE,SES001114,,,anonymous_unresolvable,Not applicable,,,,,
STG034420,,ONLINE,SES001118,,,anonymous_unresolvable,Not applicable,,,,,
STG034428,,ONLINE,SES001126,,,anonymous_unresolvable,Not applicable,,,,,
STG034431,,ONLINE,SES001129,,,anonymous_unresolvable,Not applicable,,,,,
STG034435,,ONLINE,SES001133,,,anonymous_unresolvable,Not applicable,,,,,
STG034439,,ONLINE,SES001137,,,anonymous_unresolvable,Not applicable,,,,,
STG034441,,ONLINE,SES001139,,,anonymous_unresolvable,Not applicable,,,,,
STG034442,,ONLINE,SES001140,,,anonymous_unresolvable,Not applicable,,,,,
STG034448,,ONLINE,SES001146,,,anonymous_unresolvable,Not applicable,,,,,
STG034451,,ONLINE,SES001149,,,anonymous_unresolvable,Not applicable,,,,,
STG034456,,ONLINE,SES001154,,,anonymous_unresolvable,Not applicable,,,,,
STG034459,,ONLINE,SES001157,,,anonymous_unresolvable,Not applicable,,,,,
STG034461,,ONLINE,SES001159,,,anonymous_unresolvable,Not applicable,,,,,
STG034464,,ONLINE,SES001162,,,anonymous_unresolvable,Not applicable,,,,,
STG034466,,ONLINE,SES001164,,,anonymous_unresolvable,Not applicable,,,,,
STG034467,,ONLINE,SES001165,,,anonymous_unresolvable,Not applicable,,,,,
STG034469,,ONLINE,SES001167,,,anonymous_unresolvable,Not applicable,,,,,
STG034471,,ONLINE,SES001169,,,anonymous_unresolvable,Not applicable,,,,,
STG034472,,ONLINE,SES001170,,,anonymous_unresolvable,Not applicable,,,,,
STG034473,,ONLINE,SES001171,,,anonymous_unresolvable,Not applicable,,,,,
STG034474,,ONLINE,SES001172,,,anonymous_unresolvable,Not applicable,,,,,
STG034479,,ONLINE,SES001177,,,anonymous_unresolvable,Not applicable,,,,,
STG034485,,ONLINE,SES001183,,,anonymous_unresolvable,Not applicable,,,,,
STG034487,,ONLINE,SES001185,,,anonymous_unresolvable,Not applicable,,,,,
STG034495,,ONLINE,SES001193,,,anonymous_unresolvable,Not applicable,,,,,
STG034496,,ONLINE,SES001194,,,anonymous_unresolvable,Not applicable,,,,,
STG034497,,ONLINE,SES001195,,,anonymous_unresolvable,Not applicable,,,,,
STG034502,,ONLINE,SES001200,,,anonymous_unresolvable,Not applicable,,,,,
STG034503,,ONLINE,SES001201,,,anonymous_unresolvable,Not applicable,,,,,
STG034504,,ONLINE,SES001202,,,anonymous_unresolvable,Not applicable,,,,,
STG034514,,ONLINE,SES001212,,,anonymous_unresolvable,Not applicable,,,,,
STG034524,,ONLINE,SES001222,,,anonymous_unresolvable,Not applicable,,,,,
STG034525,,ONLINE,SES001223,,,anonymous_unresolvable,Not applicable,,,,,
STG034528,,ONLINE,SES001226,,,anonymous_unresolvable,Not applicable,,,,,
