marketing_contact_id,ground_truth_id,customer_segment,is_repeat_contact,consent_status,dq_duplicate_contact,dq_missing_contact_name,dq_contact_name_typo,dq_alternative_email,dq_outdated_email,dq_incomplete_postcode,dq_outdated_postcode,dq_alternative_postcode
MKT000050,GT000167,Regular,True,False,True,False,False,False,False,False,False,False
MKT000051,GT004737,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000052,GT001386,Occasional,False,False,False,False,False,False,False,False,False,True
MKT000053,GT000313,Regular,False,True,False,False,False,False,False,False,False,False
MKT000054,GT009750,Regular,True,True,True,False,False,False,False,False,False,False
MKT000055,GT009723,VIP,True,True,True,False,False,False,False,False,False,True
MKT000056,GT001579,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000057,GT005347,Regular,False,True,False,False,False,False,False,False,False,False
MKT000058,GT009781,Occasional,False,True,False,False,False,False,False,False,True,False
MKT000059,GT002724,Regular,False,True,False,False,False,False,False,False,True,False
MKT000060,GT007333,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000061,GT009168,VIP,False,True,False,False,False,False,False,False,False,True
MKT000062,GT008605,Occasional,False,False,False,True,False,False,False,False,False,False
MKT000063,GT009085,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000064,GT007837,Regular,False,True,False,False,False,False,False,False,False,False
MKT000065,GT008880,Occasional,True,False,True,False,False,False,False,False,True,False
MKT000066,GT007791,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000067,GT008354,Regular,False,True,False,False,False,False,False,False,False,False
MKT000068,GT008657,Regular,False,True,False,False,False,False,False,False,False,False
MKT000069,GT003506,Regular,False,True,False,False,False,False,False,False,False,False
MKT000070,GT007413,VIP,True,True,True,False,False,False,False,False,False,False
MKT000071,GT009589,VIP,False,False,False,False,False,False,False,False,False,False
MKT000072,GT002295,Regular,False,True,False,False,False,False,False,False,False,False
MKT000073,GT005680,Occasional,False,True,False,False,False,False,False,False,False,True
MKT000074,GT000467,VIP,False,False,False,False,False,False,False,False,True,False
MKT000075,GT005555,Regular,False,True,False,False,True,False,False,False,False,False
MKT000076,GT008608,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000077,GT002833,Occasional,True,True,True,False,False,False,False,False,True,False
MKT000078,GT008245,Occasional,True,True,True,True,False,False,False,False,False,False
MKT000079,GT007868,VIP,False,True,False,False,False,False,False,False,False,False
MKT000080,GT005122,Regular,False,True,False,False,False,False,False,False,False,False
MKT000081,GT002708,Occasional,False,False,False,False,False,False,False,False,True,False
MKT000082,GT008815,Occasional,False,False,False,False,False,True,False,False,False,False
MKT000083,GT004296,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000084,GT000139,Occasional,False,False,False,False,True,False,False,False,False,False
MKT000085,GT004252,Occasional,True,True,True,False,True,True,False,False,False,False
MKT000086,GT002021,Regular,False,False,False,False,True,False,False,False,False,False
MKT000087,GT006485,Regular,True,True,True,False,False,False,False,False,False,False
MKT000088,GT002300,Regular,True,True,True,False,False,False,False,False,True,False
MKT000089,GT006007,Regular,False,True,False,False,False,False,False,False,False,False
MKT000090,GT009259,Regular,True,True,True,False,False,False,False,False,False,False
MKT000091,GT008754,Regular,False,True,False,False,False,False,False,False,False,False
MKT000092,GT009330,VIP,True,True,True,False,False,False,False,False,False,False
MKT000093,GT004360,Regular,True,True,True,False,False,False,False,False,False,False
MKT000094,GT009039,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000095,GT006082,Regular,True,True,True,False,False,False,False,False,False,False
MKT000096,GT004194,Occasional,True,True,True,False,False,False,False,False,False,True
MKT000097,GT008471,Regular,True,False,True,False,False,False,False,False,False,False
MKT000098,GT009856,Regular,False,True,False,False,False,False,False,False,True,False
MKT000099,GT007327,Regular,True,True,True,False,False,False,False,False,False,False
MKT000100,GT005563,Occasional,False,True,False,False,False,False,False,False,False,True
MKT000101,GT003342,Regular,True,True,True,False,False,False,False,True,False,False
MKT000102,GT005741,Regular,False,True,False,False,False,False,False,False,False,False
MKT000103,GT009935,VIP,False,True,False,False,False,False,False,False,False,False
MKT000104,GT007530,Regular,True,True,True,False,False,False,False,False,False,False
MKT000105,GT009204,Regular,False,True,False,False,False,False,False,False,False,False
MKT000106,GT000601,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000107,GT008346,Regular,False,True,False,False,False,False,False,False,False,False
MKT000108,GT007646,Occasional,False,True,False,False,False,False,True,False,False,False
MKT000109,GT006021,Occasional,False,True,False,False,False,False,True,False,False,False
MKT000110,GT008325,VIP,False,True,False,False,False,False,False,False,False,False
MKT000111,GT008328,Regular,False,True,False,False,False,False,False,False,False,False
MKT000112,GT001369,VIP,False,True,False,False,False,True,False,False,False,False
MKT000113,GT001777,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000114,GT003853,Occasional,False,False,False,True,False,False,False,False,False,False
MKT000115,GT002694,Regular,False,True,False,False,False,True,False,False,False,False
MKT000116,GT003819,VIP,False,True,False,False,False,False,False,False,False,False
MKT000117,GT000317,VIP,False,True,False,False,False,False,False,False,False,False
MKT000118,GT005255,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000119,GT007757,Regular,False,True,False,False,True,False,False,False,False,False
MKT000120,GT005596,VIP,True,True,True,False,False,False,False,False,False,True
MKT000121,GT006066,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000122,GT002458,Regular,False,True,False,False,False,False,False,False,False,False
MKT000123,GT001208,Occasional,False,True,False,False,True,False,False,False,False,False
MKT000124,GT007583,Regular,False,False,False,False,False,False,False,False,False,False
MKT000125,GT000328,Regular,False,False,False,False,False,False,False,False,True,False
MKT000126,GT007044,Regular,False,True,False,False,False,False,False,False,False,False
MKT000127,GT005115,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000128,GT003994,Occasional,False,True,False,False,False,True,False,False,False,False
MKT000129,GT001777,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000130,GT001522,Occasional,False,True,False,False,False,False,True,False,False,False
MKT000131,GT009758,VIP,True,True,True,False,False,False,False,False,False,False
MKT000132,GT003010,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000133,GT002304,Occasional,False,True,False,False,False,True,False,False,False,False
MKT000134,GT003763,Regular,False,True,False,False,False,False,False,False,False,False
MKT000135,GT001592,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000136,GT006589,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000137,GT009240,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000138,GT006230,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000139,GT002363,Regular,True,False,True,False,False,False,False,False,False,False
MKT000140,GT006634,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000141,GT009892,Regular,False,True,False,True,False,False,False,False,True,False
MKT000142,GT006581,Regular,False,True,False,False,False,False,False,False,False,True
MKT000143,GT007169,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000144,GT006113,VIP,True,False,True,False,False,False,False,False,False,False
MKT000145,GT007788,Regular,False,True,False,False,False,False,False,False,False,False
MKT000146,GT006155,Regular,False,True,False,False,False,False,False,False,False,False
MKT000147,GT005141,VIP,False,True,False,False,False,False,True,False,False,False
MKT000148,GT002975,VIP,False,True,False,False,False,False,False,False,False,False
MKT000149,GT009730,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000150,GT003195,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000151,GT003133,Occasional,False,True,False,False,False,False,False,False,False,True
MKT000152,GT000035,VIP,True,True,True,False,False,False,False,False,False,False
MKT000153,GT003867,Regular,True,True,True,False,False,False,False,False,False,False
MKT000154,GT003447,Regular,False,True,False,False,False,True,False,False,False,False
MKT000155,GT006404,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000156,GT007349,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000157,GT003000,Regular,True,True,True,False,False,False,False,False,False,False
MKT000158,GT008811,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000159,GT001294,VIP,False,False,False,False,False,False,False,False,False,False
MKT000160,GT000130,Occasional,True,True,True,False,True,True,False,False,False,False
MKT000161,GT005538,Regular,False,True,False,False,False,False,False,False,False,False
MKT000162,GT009360,Occasional,True,False,True,False,False,False,False,False,False,True
MKT000163,GT004697,Occasional,False,False,False,False,False,True,False,False,False,False
MKT000164,GT004919,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000165,GT007330,Occasional,True,False,True,False,False,True,False,False,False,False
MKT000166,GT000239,VIP,True,True,True,False,False,False,False,False,False,False
MKT000167,GT000808,Regular,True,True,True,False,False,False,False,False,False,False
MKT000168,GT007694,Regular,False,True,False,False,False,False,False,False,False,False
MKT000169,GT008620,VIP,False,True,False,False,False,False,True,True,False,False
MKT000170,GT001342,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000171,GT001925,Occasional,False,True,False,False,False,True,False,False,False,False
MKT000172,GT005487,Regular,False,True,False,False,False,True,False,False,False,False
MKT000173,GT005855,Regular,False,True,False,True,False,False,False,False,True,False
MKT000174,GT002940,Occasional,True,True,True,False,True,False,False,False,False,False
MKT000175,GT003085,VIP,False,True,False,False,False,True,False,False,False,False
MKT000176,GT006751,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000177,GT007575,Regular,True,True,True,False,False,False,False,False,False,False
MKT000178,GT005095,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000179,GT006164,Regular,False,True,False,False,False,False,False,True,False,False
MKT000180,GT002247,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000181,GT000203,Regular,True,True,True,False,False,True,False,False,False,False
MKT000182,GT003713,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000183,GT008945,Regular,False,True,False,False,False,False,False,False,False,False
MKT000184,GT002677,Occasional,True,True,True,False,False,False,False,True,False,False
MKT000185,GT009624,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000186,GT002452,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000187,GT009115,Regular,False,True,False,False,False,False,False,False,False,False
MKT000188,GT002169,Regular,True,False,True,True,False,False,False,False,False,False
MKT000189,GT001769,Regular,True,False,True,False,False,False,False,False,False,False
MKT000190,GT006790,Regular,False,True,False,True,False,False,False,False,False,False
MKT000191,GT008530,Regular,False,True,False,False,False,False,False,False,False,False
MKT000192,GT001459,VIP,False,True,False,False,True,False,True,True,False,False
MKT000193,GT007366,Occasional,True,True,True,False,False,False,False,False,True,False
MKT000194,GT000911,Regular,False,True,False,False,False,False,False,False,False,False
MKT000195,GT001233,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000196,GT008394,Regular,True,False,True,False,False,False,False,False,False,False
MKT000197,GT007734,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000198,GT009315,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000199,GT005479,Regular,True,True,True,False,False,False,False,False,False,False
MKT000200,GT007561,VIP,False,True,False,False,False,False,False,False,False,False
MKT000201,GT000883,Regular,False,True,False,False,False,False,False,False,False,False
MKT000202,GT005781,VIP,True,True,True,False,False,False,False,False,False,False
MKT000203,GT009422,Regular,False,True,False,False,False,False,False,False,False,False
MKT000204,GT000826,Occasional,False,True,False,False,True,False,False,False,False,False
MKT000205,GT002282,Regular,False,False,False,True,False,False,False,False,False,False
MKT000206,GT008846,Regular,False,True,False,False,False,False,False,False,False,False
MKT000207,GT001458,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000208,GT001445,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000209,GT002880,Regular,False,True,False,False,False,False,False,False,False,False
MKT000210,GT001602,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000211,GT004058,VIP,True,True,True,False,False,True,False,False,False,False
MKT000212,GT006737,Regular,True,True,True,False,False,False,False,True,False,False
MKT000213,GT004286,Regular,False,True,False,False,False,False,False,False,False,False
MKT000214,GT007982,VIP,False,True,False,False,False,False,False,False,False,False
MKT000215,GT001497,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000216,GT002898,Occasional,True,True,True,False,False,False,False,False,False,True
MKT000217,GT003718,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000218,GT002825,Regular,False,True,False,False,False,False,False,False,False,False
MKT000219,GT001309,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000220,GT001276,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000221,GT009365,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000222,GT001765,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000223,GT006432,Regular,False,True,False,False,True,False,False,False,False,False
MKT000224,GT001247,Regular,True,False,True,False,False,False,False,False,False,False
MKT000225,GT007216,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000226,GT009495,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000227,GT002157,Occasional,False,True,False,False,False,False,True,False,True,False
MKT000228,GT003754,Regular,False,True,False,False,False,False,False,False,False,False
MKT000229,GT001302,VIP,True,True,True,False,False,False,False,True,False,False
MKT000230,GT003618,Regular,False,True,False,False,False,False,False,False,False,True
MKT000231,GT000355,Occasional,True,False,True,False,True,False,False,False,False,False
MKT000232,GT008390,Occasional,False,True,False,True,False,False,False,False,False,True
MKT000233,GT002787,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000234,GT003561,Occasional,False,True,False,False,True,False,False,False,False,False
MKT000235,GT002024,VIP,False,True,False,False,False,False,False,False,False,False
MKT000236,GT008047,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000237,GT003528,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000238,GT005253,Regular,False,True,False,False,False,False,False,False,False,False
MKT000239,GT005836,Regular,True,True,True,False,False,False,False,False,False,False
MKT000240,GT009988,Regular,False,True,False,False,False,False,False,False,False,False
MKT000241,GT003615,Regular,False,True,False,False,False,False,False,False,False,False
MKT000242,GT006088,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000243,GT004742,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000244,GT003460,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000245,GT004771,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000246,GT004809,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000247,GT009515,VIP,False,True,False,False,False,False,False,False,True,False
MKT000248,GT002800,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000249,GT000909,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000250,GT008804,Regular,False,False,False,False,False,False,False,False,False,False
MKT000251,GT007906,VIP,False,True,False,False,True,False,False,False,False,False
MKT000252,GT009709,Regular,True,True,True,True,False,True,False,False,False,False
MKT000253,GT009824,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000254,GT003961,Regular,False,True,False,False,False,False,False,False,False,False
MKT000255,GT000710,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000256,GT001822,Regular,True,True,True,False,True,False,False,False,False,False
MKT000257,GT004898,VIP,True,False,True,False,False,False,False,False,False,False
MKT000258,GT008706,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000259,GT005465,VIP,False,True,False,False,False,False,False,False,False,False
MKT000260,GT007550,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000261,GT007051,Regular,False,True,False,False,False,False,False,False,False,False
MKT000262,GT004350,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000263,GT003724,Regular,False,False,False,False,False,True,False,False,False,False
MKT000264,GT002440,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000265,GT004212,Regular,False,False,False,False,False,False,False,True,False,False
MKT000266,GT002784,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000267,GT000582,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000268,GT009258,Occasional,False,True,False,False,False,False,False,True,False,False
MKT000269,GT004143,Regular,True,False,True,False,False,False,False,False,False,False
MKT000270,GT003470,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000271,GT002893,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000272,GT007639,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000273,GT009578,Regular,True,False,True,False,False,False,False,False,False,False
MKT000274,GT001305,Occasional,False,False,False,False,False,False,False,True,False,False
MKT000275,GT002858,VIP,True,True,True,False,False,False,False,False,False,False
MKT000276,GT007085,Regular,True,True,True,False,False,False,False,False,False,False
MKT000277,GT002663,VIP,True,True,True,False,False,False,False,False,False,False
MKT000278,GT009385,Regular,True,True,True,False,False,True,False,False,False,False
MKT000279,GT001531,VIP,True,True,True,False,False,False,False,False,False,False
MKT000280,GT001256,Regular,False,False,False,False,False,False,False,False,False,False
MKT000281,GT004792,Occasional,True,True,True,False,False,False,False,False,True,False
MKT000282,GT004860,Regular,False,True,False,False,False,False,False,True,False,False
MKT000283,GT008769,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000284,GT002502,Regular,True,True,True,False,False,False,False,False,True,False
MKT000285,GT000322,Regular,False,True,False,False,False,False,False,False,False,False
MKT000286,GT005456,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000287,GT003654,Occasional,False,True,False,True,False,False,False,False,False,False
MKT000288,GT001311,Occasional,False,True,False,False,False,True,False,False,False,False
MKT000289,GT000057,Regular,False,True,False,False,False,False,False,False,False,False
MKT000290,GT003445,Regular,True,True,True,False,False,False,False,False,False,False
MKT000291,GT002514,Regular,False,False,False,False,False,False,False,False,False,False
MKT000292,GT008725,Occasional,True,True,True,False,False,False,False,True,False,False
MKT000293,GT007985,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000294,GT009235,Regular,True,True,True,False,False,False,False,False,False,False
MKT000295,GT006212,Occasional,False,True,False,False,False,False,False,False,True,False
MKT000296,GT000400,Regular,True,True,True,False,False,False,False,False,False,False
MKT000297,GT003302,Regular,False,True,False,True,False,False,False,False,False,False
MKT000298,GT007282,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000299,GT004108,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000300,GT009632,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000301,GT008844,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000302,GT001980,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000303,GT006073,Occasional,True,True,True,True,False,False,False,False,True,False
MKT000304,GT000677,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000305,GT004643,Regular,False,False,False,False,False,False,False,False,False,False
MKT000306,GT006326,Regular,True,True,True,False,False,False,False,False,False,False
MKT000307,GT007401,Occasional,False,True,False,False,False,False,False,False,True,False
MKT000308,GT007339,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000309,GT006082,Regular,False,True,False,False,False,False,False,False,False,False
MKT000310,GT003904,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000311,GT000108,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000312,GT006747,VIP,False,True,False,False,False,True,False,False,False,False
MKT000313,GT004418,Occasional,False,True,False,False,False,False,False,False,True,False
MKT000314,GT006758,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000315,GT008347,VIP,True,True,True,False,False,False,False,False,False,False
MKT000316,GT005379,Regular,False,True,False,False,False,False,False,False,False,False
MKT000317,GT004759,Occasional,False,True,False,False,False,False,False,False,True,False
MKT000318,GT000200,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000319,GT000818,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000320,GT008580,Occasional,False,False,False,False,False,False,False,True,False,False
MKT000321,GT007457,Regular,False,False,False,False,False,False,False,False,False,False
MKT000322,GT001994,Regular,True,True,True,False,False,False,False,False,False,False
MKT000323,GT009563,Regular,False,True,False,False,False,False,False,False,False,False
MKT000324,GT007580,Regular,False,False,False,False,False,False,False,False,False,False
MKT000325,GT008560,Regular,True,True,True,False,False,False,False,False,True,False
MKT000326,GT002207,Regular,True,True,True,False,False,False,False,False,False,False
MKT000327,GT003470,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000328,GT004742,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000329,GT008417,Regular,False,True,False,False,False,False,False,False,False,False
MKT000330,GT005825,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000331,GT002140,Regular,False,True,False,False,False,False,False,True,False,False
MKT000332,GT003151,VIP,False,True,False,False,False,False,True,False,False,False
MKT000333,GT000130,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000334,GT007675,Regular,False,True,False,False,False,False,False,False,False,False
MKT000335,GT001293,Occasional,False,True,False,False,False,False,False,False,False,True
MKT000336,GT002820,Regular,False,True,False,False,False,False,False,False,False,False
MKT000337,GT007636,Regular,False,True,False,False,False,False,False,False,False,False
MKT000338,GT001978,Regular,False,True,False,False,False,False,False,False,True,False
MKT000339,GT005597,Regular,False,True,False,False,False,False,True,True,False,False
MKT000340,GT003291,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000341,GT004146,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000342,GT002502,Regular,False,True,False,False,False,False,False,False,False,False
MKT000343,GT008781,VIP,True,True,True,True,False,False,False,False,False,False
MKT000344,GT001687,Occasional,False,False,False,False,False,False,False,True,False,False
MKT000345,GT003553,VIP,False,True,False,False,False,False,False,False,True,False
MKT000346,GT001194,VIP,True,True,True,False,False,False,False,False,False,False
MKT000347,GT006587,Occasional,False,True,False,False,False,True,False,False,False,False
MKT000348,GT006004,New,False,False,False,False,False,False,False,False,False,False
MKT000349,GT004807,Regular,True,True,True,False,True,False,False,False,True,False
MKT000350,GT006238,Occasional,False,False,False,False,False,False,False,True,False,False
MKT000351,GT008123,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000352,GT004203,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000353,GT003898,VIP,False,False,False,False,False,False,False,False,False,False
MKT000354,GT002141,VIP,False,False,False,False,True,False,False,False,False,False
MKT000355,GT006589,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000356,GT005983,Regular,False,True,False,False,False,False,False,False,False,False
MKT000357,GT001642,Regular,False,False,False,False,False,False,False,False,False,False
MKT000358,GT003463,Regular,False,False,False,False,False,False,False,False,False,False
MKT000359,GT004228,VIP,True,True,True,False,False,False,True,False,False,True
MKT000360,GT000692,Regular,False,False,False,False,False,False,False,False,False,False
MKT000361,GT000313,Regular,True,True,True,False,True,False,False,False,False,False
MKT000362,GT009518,Occasional,True,True,True,False,False,False,False,False,False,True
MKT000363,GT003628,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000364,GT002436,Regular,True,True,True,False,False,False,False,False,False,False
MKT000365,GT004614,VIP,False,True,False,False,False,False,False,True,False,False
MKT000366,GT008385,Regular,False,True,False,False,False,False,False,False,False,True
MKT000367,GT001244,Occasional,False,True,False,False,False,True,False,False,True,False
MKT000368,GT000913,Regular,False,True,False,False,False,False,False,False,True,False
MKT000369,GT003465,Occasional,False,False,False,False,False,True,False,False,False,True
MKT000370,GT006994,VIP,False,True,False,False,False,False,False,False,False,False
MKT000371,GT000172,Regular,True,True,True,False,True,False,False,True,False,False
MKT000372,GT002404,VIP,True,True,True,False,False,False,True,False,False,False
MKT000373,GT009763,Regular,False,False,False,False,False,False,False,False,False,False
MKT000374,GT004975,VIP,False,True,False,False,False,False,True,False,False,False
MKT000375,GT006993,Regular,True,True,True,False,False,False,False,False,False,False
MKT000376,GT006232,Regular,False,False,False,False,False,False,False,False,True,False
MKT000377,GT001192,Regular,False,True,False,False,False,False,False,False,False,False
MKT000378,GT001174,VIP,False,True,False,False,False,False,False,False,False,False
MKT000379,GT001659,Regular,False,True,False,False,False,False,False,False,False,False
MKT000380,GT009039,Occasional,True,True,True,False,False,False,False,False,False,False
MKT000381,GT000027,Occasional,False,False,False,False,False,False,False,False,False,False
MKT000382,GT005848,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000383,GT001288,Regular,False,True,False,False,False,False,False,False,False,False
MKT000384,GT007790,Occasional,False,False,False,False,True,False,False,False,False,False
MKT000385,GT003511,Occasional,False,True,False,False,False,False,False,False,False,False
MKT000386,GT003654,Occasional,True,False,True,False,False,False,False,False,False,False
MKT000387,GT008874,Regular,False,True,False,False,False,False,False,False,False,False
MKT000388,GT000482,Regular,False,True,False,False,False,False,False,False,False,False
