session_id,ground_truth_id,customer_segment,guest_session,portal_user_id,available_portal_user_id,basket_created,basket_converted,linked_transaction_id
SES000055,GT008477,VIP,True,,,False,False,
SES000056,GT000307,VIP,True,,,False,False,
SES000057,GT005748,Occasional,True,,USR002564,False,False,
SES000058,GT004354,Occasional,True,,,False,False,
SES000059,GT001813,VIP,True,,USR001515,False,False,
SES000060,GT008058,Regular,False,USR000297,USR000297,True,True,TXN000079
SES000061,GT007117,Regular,False,USR002465,USR002465,False,False,
SES000062,GT009378,VIP,True,,,True,False,
SES000063,GT000336,Occasional,True,,,True,True,TXN000083
SES000064,GT003679,Occasional,True,,,True,False,
SES000065,GT004779,Occasional,True,,,False,False,
SES000066,GT002737,Regular,True,,USR003329,True,True,TXN000084
SES000067,GT006330,VIP,False,USR003436,USR003436,True,True,TXN000085
SES000068,GT009232,Occasional,False,USR003934,USR003934,True,True,TXN000086
SES000069,GT005100,Occasional,True,,,False,False,
SES000070,GT006202,Regular,False,USR002318,USR002318,True,True,TXN000087
SES000071,GT002540,Regular,False,USR001691,USR001691,True,True,TXN000089
SES000072,GT004319,Regular,True,,,True,True,TXN000092
SES000073,GT001371,Occasional,True,,,True,True,TXN000090
SES000074,GT002907,Regular,False,USR000077,USR000077,True,True,TXN000091
SES000075,GT001788,Regular,False,USR000272,USR000272,False,False,
SES000076,GT000905,Occasional,True,,,False,False,
SES000077,GT004031,Occasional,True,,,False,False,
SES000078,GT002363,Regular,True,,,False,False,
SES000079,GT000568,Regular,True,,,True,True,TXN000093
SES000080,GT005289,VIP,True,,,False,False,
SES000081,GT008001,Occasional,False,USR001621,USR001621,True,True,TXN000096
SES000082,GT000108,Occasional,False,USR001501,USR001501,False,False,
SES000083,GT000102,Occasional,True,,,False,False,
SES000084,GT005078,Regular,True,,,True,True,TXN000099
SES000085,GT003666,Regular,False,USR001498,USR001498,True,True,TXN000101
SES000086,GT001181,Occasional,False,USR000626,USR000626,True,True,TXN000102
SES000087,GT000927,Regular,False,USR003965,USR003965,True,False,
SES000088,GT001973,Regular,False,USR000486,USR000486,True,True,TXN000103
SES000089,GT004864,Occasional,True,,,True,False,
SES000090,GT001022,Regular,True,,,True,True,TXN000104
SES000091,GT007600,VIP,False,USR001090,USR001090,True,False,
SES000092,GT001459,VIP,True,,,False,False,
SES000093,GT009493,Regular,True,,,True,False,
SES000094,GT001436,Regular,True,,,True,True,TXN000108
SES000095,GT009374,Regular,True,,,False,False,
SES000096,GT002134,Regular,False,USR000316,USR000316,True,True,TXN000109
SES000097,GT006442,VIP,False,USR001400,USR001400,False,False,
SES000098,GT008158,Occasional,True,,,True,True,TXN000112
SES000099,GT008052,Occasional,True,,,True,True,TXN000114
SES000100,GT000191,Occasional,False,USR003305,USR003305,True,True,TXN000116
SES000101,GT007211,Regular,True,,,True,True,TXN000121
SES000102,GT004552,Regular,False,USR001237,USR001237,False,False,
SES000103,GT003293,VIP,True,,,True,True,TXN000122
SES000104,GT000635,Regular,False,USR000929,USR000929,True,True,TXN000123
SES000105,GT002632,Occasional,True,,,True,False,
SES000106,GT005149,Regular,False,USR003842,USR003842,True,False,
SES000107,GT008656,Occasional,True,,,True,True,TXN000125
SES000108,GT000905,Occasional,True,,,True,True,TXN000126
SES000109,GT006724,Regular,True,,,True,True,TXN000129
SES000110,GT000230,Regular,False,USR001905,USR001905,True,True,TXN000131
SES000111,GT003612,Occasional,True,,,True,True,TXN000130
SES000112,GT009811,VIP,False,USR001690,USR001690,True,True,TXN000132
SES000113,GT008545,Occasional,True,,,False,False,
SES000114,GT008593,Occasional,True,,,False,False,
SES000115,GT004298,Regular,False,USR000212,USR000212,True,True,TXN000133
SES000116,GT004659,Regular,False,USR000447,USR000447,True,True,TXN000135
SES000117,GT006155,Regular,False,USR000807,USR000807,True,True,TXN000139
SES000118,GT002511,Occasional,True,,,True,True,TXN000140
SES000119,GT003371,VIP,False,USR000958,USR000958,False,False,
SES000120,GT008141,Regular,False,USR001074,USR001074,True,True,TXN000137
SES000121,GT001052,Regular,False,USR003357,USR003357,False,False,
SES000122,GT004170,Occasional,True,,,True,True,TXN000141
SES000123,GT007628,Regular,True,,,True,True,TXN000143
SES000124,GT002869,Occasional,True,,,True,False,
SES000125,GT003619,Occasional,False,USR000367,USR000367,False,False,
SES000126,GT007409,Occasional,True,,,False,False,
SES000127,GT005640,Occasional,True,,,False,False,
SES000128,GT007129,Occasional,True,,,True,True,TXN000151
SES000129,GT005948,Occasional,True,,,True,True,TXN000154
SES000130,GT000306,Regular,False,USR000008,USR000008,True,True,TXN000155
SES000131,GT005359,Regular,False,USR003909,USR003909,True,True,TXN000156
SES000132,GT008141,Regular,False,USR001074,USR001074,True,True,TXN000157
SES000133,GT007941,Regular,False,USR004019,USR004019,True,True,TXN000163
SES000134,GT000346,VIP,True,,,True,False,
SES000135,GT001035,Regular,True,,,True,True,TXN000166
SES000136,GT006239,Occasional,False,USR002036,USR002036,True,True,TXN000168
SES000137,GT008221,Occasional,True,,,True,True,TXN000170
SES000138,GT008578,Occasional,True,,,True,True,TXN000172
SES000139,GT007406,Occasional,False,USR003686,USR003686,True,True,TXN000171
SES000140,GT009732,Regular,False,USR000003,USR000003,False,False,
SES000141,GT009323,VIP,True,,USR001555,False,False,
SES000142,GT007269,Occasional,False,USR003237,USR003237,True,True,TXN000176
SES000143,GT004357,Occasional,True,,,True,True,TXN000179
SES000144,GT009877,Regular,False,USR002826,USR002826,True,True,TXN000177
SES000145,GT002797,Occasional,True,,,False,False,
SES000146,GT002045,Occasional,True,,,True,True,TXN000180
SES000147,GT009197,VIP,False,USR000119,USR000119,False,False,
SES000148,GT004720,Regular,False,USR001496,USR001496,True,True,TXN000185
SES000149,GT000918,Occasional,True,,USR000029,False,False,
SES000150,GT006478,Regular,True,,,True,True,TXN000192
SES000151,GT004166,Occasional,True,,,False,False,
SES000152,GT005998,Occasional,True,,,True,False,
SES000153,GT008304,VIP,False,USR001586,USR001586,True,True,TXN000197
SES000154,GT008093,Occasional,False,USR001700,USR001700,False,False,
SES000155,GT005085,Occasional,True,,,True,False,
SES000156,GT002529,Occasional,False,USR000106,USR000106,True,True,TXN000198
SES000157,GT008914,Occasional,True,,USR003556,True,True,TXN000200
SES000158,GT005518,Regular,True,,,True,True,TXN000206
SES000159,GT006033,Occasional,True,,,True,True,TXN000207
SES000160,GT006001,Regular,False,USR002368,USR002368,True,True,TXN000209
SES000161,GT001348,Regular,True,,,False,False,
SES000162,GT005443,Occasional,True,,USR003260,True,False,
SES000163,GT009574,VIP,False,USR002602,USR002602,True,True,TXN000214
SES000164,GT004150,Occasional,False,USR003197,USR003197,True,True,TXN000212
SES000165,GT006017,Regular,False,USR001492,USR001492,False,False,
SES000166,GT002178,Regular,False,USR001475,USR001475,True,True,TXN000216
SES000167,GT003542,Occasional,True,,,True,True,TXN000218
SES000168,GT001093,Occasional,True,,,False,False,
SES000169,GT003132,Occasional,True,,,True,True,TXN000219
SES000170,GT000746,Occasional,True,,,False,False,
SES000171,GT008076,Occasional,False,USR002774,USR002774,False,False,
SES000172,GT001304,Regular,True,,,True,True,TXN000221
SES000173,GT006935,Regular,True,,,True,True,TXN000226
SES000174,GT006678,Occasional,False,USR000470,USR000470,False,False,
SES000175,GT005032,Occasional,False,USR001240,USR001240,True,True,TXN000227
SES000176,GT007340,VIP,True,,,True,True,TXN000233
SES000177,GT008558,Regular,False,USR002667,USR002667,True,True,TXN000230
SES000178,GT006275,Occasional,False,USR003622,USR003622,True,True,TXN000234
SES000179,GT002088,Occasional,True,,,True,True,TXN000235
SES000180,GT003714,Occasional,True,,,False,False,
SES000181,GT007489,VIP,False,USR002747,USR002747,True,True,TXN000237
SES000182,GT008479,Regular,True,,,True,True,TXN000238
SES000183,GT008204,Occasional,True,,USR003713,False,False,
SES000184,GT006665,VIP,False,USR000860,USR000860,True,True,TXN000242
SES000185,GT000534,Regular,False,USR001674,USR001674,True,True,TXN000239
SES000186,GT006950,Occasional,True,,,True,True,TXN000243
SES000187,GT007076,Occasional,True,,USR000412,True,False,
SES000188,GT009161,Regular,True,,,True,True,TXN000246
SES000189,GT008057,Occasional,False,USR000005,USR000005,True,True,TXN000244
SES000190,GT006067,Regular,True,,,True,True,TXN000248
SES000191,GT002251,Regular,True,,,True,False,
SES000192,GT005678,Occasional,False,USR001440,USR001440,True,True,TXN000252
SES000193,GT002525,Regular,False,USR002431,USR002431,True,True,TXN000253
SES000194,GT005423,VIP,True,,,True,True,TXN000254
SES000195,GT003754,Regular,False,USR001012,USR001012,False,False,
SES000196,GT005850,Regular,False,USR001158,USR001158,False,False,
SES000197,GT008958,Regular,False,USR002009,USR002009,True,True,TXN000260
SES000198,GT006774,VIP,False,USR000889,USR000889,True,True,TXN000262
SES000199,GT000992,Regular,True,,,False,False,
SES000200,GT005819,Regular,True,,,True,True,TXN000269
SES000201,GT002958,Occasional,True,,,False,False,
SES000202,GT000655,Regular,False,USR001289,USR001289,True,True,TXN000266
SES000203,GT007399,Regular,False,USR001544,USR001544,False,False,
SES000204,GT008035,VIP,False,USR003785,USR003785,True,True,TXN000273
SES000205,GT009456,Occasional,False,USR002468,USR002468,True,True,TXN000272
SES000206,GT004814,Occasional,True,,,False,False,
SES000207,GT006432,Regular,True,,USR002306,False,False,
SES000208,GT000780,Regular,True,,,True,False,
SES000209,GT004968,Regular,True,,,True,True,TXN000279
SES000210,GT007032,VIP,False,USR001326,USR001326,True,True,TXN000280
SES000211,GT007323,Regular,True,,,True,True,TXN000283
SES000212,GT003088,Regular,True,,,False,False,
SES000213,GT002268,Occasional,True,,,True,True,TXN000286
SES000214,GT001711,Regular,True,,,True,True,TXN000288
SES000215,GT006758,Occasional,False,USR002903,USR002903,False,False,
SES000216,GT002122,Occasional,False,USR003223,USR003223,False,False,
SES000217,GT008328,Regular,True,,,False,False,
SES000218,GT006099,VIP,False,USR000907,USR000907,False,False,
SES000219,GT009051,Occasional,False,USR000255,USR000255,True,False,
SES000220,GT001349,Regular,False,USR001253,USR001253,True,True,TXN000293
SES000221,GT002344,Regular,True,,,True,True,TXN000291
SES000222,GT006054,Occasional,True,,,False,False,
SES000223,GT001968,Occasional,True,,,True,True,TXN000294
SES000224,GT000103,VIP,True,,,True,True,TXN000297
SES000225,GT000215,Occasional,True,,,True,True,TXN000295
SES000226,GT001081,Occasional,True,,,True,True,TXN000299
SES000227,GT003185,VIP,False,USR002603,USR002603,True,False,
SES000228,GT006874,Regular,True,,,False,False,
SES000229,GT007164,Regular,True,,,False,False,
SES000230,GT002476,Occasional,True,,,False,False,
SES000231,GT000601,Occasional,False,USR000221,USR000221,True,False,
SES000232,GT002489,Regular,False,USR001060,USR001060,True,True,TXN000301
SES000233,GT008871,Regular,False,USR001080,USR001080,True,True,TXN000303
SES000234,GT000691,Regular,True,,,True,True,TXN000304
SES000235,GT000278,Occasional,False,USR003919,USR003919,True,True,TXN000305
SES000236,GT009902,VIP,True,,,False,False,
SES000237,GT001646,Regular,True,,,False,False,
SES000238,GT007895,Occasional,False,USR004141,USR004141,True,True,TXN000309
SES000239,GT001522,Occasional,False,USR000413,USR000413,True,True,TXN000307
SES000240,GT002181,Regular,False,USR001407,USR001407,True,True,TXN000308
SES000241,GT008963,Occasional,True,,,True,False,
SES000242,GT000882,VIP,True,,,False,False,
SES000243,GT005892,Regular,False,USR002291,USR002291,False,False,
SES000244,GT004082,Regular,True,,,True,True,TXN000312
SES000245,GT005302,Occasional,True,,,True,False,
SES000246,GT005158,VIP,False,USR002492,USR002492,False,False,
SES000247,GT004332,Regular,True,,,True,True,TXN000313
SES000248,GT005705,Regular,True,,,False,False,
SES000249,GT004908,Regular,True,,,False,False,
SES000250,GT002575,Regular,True,,,True,True,TXN000314
SES000251,GT008140,Occasional,False,USR000491,USR000491,True,True,TXN000317
SES000252,GT001451,VIP,False,USR003629,USR003629,True,True,TXN000320
SES000253,GT006665,VIP,True,,USR000860,True,True,TXN000318
SES000254,GT005685,Regular,True,,,True,False,
SES000255,GT008672,Occasional,True,,USR003381,True,True,TXN000322
SES000256,GT004643,Regular,False,USR001549,USR001549,True,True,TXN000324
SES000257,GT004894,Occasional,False,USR002872,USR002872,True,True,TXN000325
SES000258,GT002278,Regular,True,,,True,True,TXN000329
SES000259,GT005882,Occasional,True,,,True,True,TXN000330
SES000260,GT009431,Regular,False,USR000001,USR000001,True,True,TXN000328
SES000261,GT009088,VIP,True,,,True,True,TXN000331
SES000262,GT007816,VIP,False,USR002911,USR002911,True,True,TXN000333
SES000263,GT006085,VIP,True,,,True,True,TXN000339
SES000264,GT000155,VIP,True,,,True,False,
SES000265,GT009226,Occasional,False,USR001269,USR001269,True,True,TXN000337
SES000266,GT004202,Occasional,True,,,False,False,
SES000267,GT008931,Occasional,False,USR003799,USR003799,False,False,
SES000268,GT004296,Occasional,True,,,True,True,TXN000338
SES000269,GT008982,Regular,True,,,False,False,
SES000270,GT000980,Regular,False,USR002482,USR002482,True,True,TXN000340
SES000271,GT009422,Regular,False,USR001111,USR001111,True,True,TXN000341
SES000272,GT009199,Occasional,False,USR004208,USR004208,True,True,TXN000342
SES000273,GT001977,Regular,True,,,True,True,TXN000347
SES000274,GT004141,VIP,False,USR001988,USR001988,True,True,TXN000349
SES000275,GT007514,Occasional,True,,,False,False,
SES000276,GT003202,VIP,True,,,True,True,TXN000346
SES000277,GT007873,Regular,True,,USR000824,True,False,
SES000278,GT009819,VIP,False,USR001500,USR001500,True,True,TXN000352
SES000279,GT006684,Occasional,True,,,False,False,
SES000280,GT002618,VIP,False,USR002835,USR002835,True,True,TXN000357
SES000281,GT007937,Regular,True,,USR003294,True,False,
SES000282,GT009908,Regular,True,,,True,True,TXN000359
SES000283,GT002247,Occasional,True,,,False,False,
SES000284,GT009987,Regular,False,USR001163,USR001163,False,False,
SES000285,GT009212,Occasional,True,,,True,True,TXN000362
SES000286,GT003259,Regular,True,,,True,True,TXN000365
SES000287,GT001883,Regular,True,,,True,True,TXN000368
SES000288,GT007628,Regular,True,,,False,False,
SES000289,GT002280,Occasional,False,USR000098,USR000098,True,True,TXN000371
SES000290,GT003721,Regular,True,,USR000560,False,False,
SES000291,GT002649,Regular,False,USR001558,USR001558,True,True,TXN000373
SES000292,GT008683,VIP,False,USR003839,USR003839,False,False,
SES000293,GT007696,Occasional,False,USR003341,USR003341,True,True,TXN000375
SES000294,GT004233,Regular,True,,,True,False,
SES000295,GT001005,Regular,True,,,True,False,
SES000296,GT000189,VIP,False,USR003747,USR003747,True,True,TXN000376
SES000297,GT009250,Regular,True,,,True,True,TXN000377
SES000298,GT009817,Occasional,False,USR001665,USR001665,True,True,TXN000379
SES000299,GT009357,Regular,False,USR001151,USR001151,False,False,
SES000300,GT005431,Regular,True,,,True,True,TXN000382
SES000301,GT009153,Occasional,True,,,True,True,TXN000384
SES000302,GT006036,VIP,False,USR003663,USR003663,True,True,TXN000383
SES000303,GT003632,Occasional,False,USR000288,USR000288,True,True,TXN000385
SES000304,GT003922,Regular,True,,,False,False,
SES000305,GT005366,Occasional,False,USR000669,USR000669,True,True,TXN000386
SES000306,GT006341,Occasional,False,USR003884,USR003884,True,True,TXN000387
SES000307,GT000420,Regular,True,,,True,True,TXN000389
SES000308,GT009783,Regular,False,USR002670,USR002670,True,True,TXN000392
SES000309,GT003759,Regular,True,,,True,True,TXN000394
SES000310,GT008883,Regular,False,USR003644,USR003644,True,True,TXN000395
SES000311,GT002950,VIP,True,,,True,True,TXN000396
SES000312,GT006359,Occasional,False,USR001272,USR001272,True,True,TXN000397
SES000313,GT009802,VIP,False,USR000312,USR000312,False,False,
SES000314,GT004932,Occasional,True,,,False,False,
SES000315,GT005790,Occasional,True,,,True,True,TXN000399
SES000316,GT002325,Regular,True,,,False,False,
SES000317,GT003964,Regular,False,USR002216,USR002216,True,True,TXN000405
SES000318,GT008611,Regular,False,USR003406,USR003406,True,True,TXN000406
SES000319,GT007788,Regular,False,USR003745,USR003745,True,True,TXN000409
SES000320,GT000712,Occasional,True,,,True,True,TXN000410
SES000321,GT006358,Regular,False,USR002795,USR002795,True,True,TXN000408
SES000322,GT005396,Occasional,False,USR002908,USR002908,True,True,TXN000414
SES000323,GT002105,Regular,True,,,True,True,TXN000416
SES000324,GT005540,Regular,False,USR001171,USR001171,True,True,TXN000418
SES000325,GT007790,Occasional,True,,,False,False,
SES000326,GT000439,Occasional,True,,,True,True,TXN000419
SES000327,GT008463,VIP,True,,,False,False,
SES000328,GT009703,Occasional,False,USR003823,USR003823,True,True,TXN000421
SES000329,GT004956,Occasional,False,USR001800,USR001800,True,True,TXN000425
SES000330,GT004467,Occasional,True,,,True,True,TXN000427
SES000331,GT007328,Occasional,False,USR000587,USR000587,True,True,TXN000428
SES000332,GT007269,Occasional,False,USR003237,USR003237,False,False,
SES000333,GT006563,Occasional,True,,,False,False,
SES000334,GT006220,Occasional,True,,,False,False,
SES000335,GT004059,Regular,False,USR000530,USR000530,True,True,TXN000430
SES000336,GT007406,Occasional,True,,USR003686,True,True,TXN000431
SES000337,GT000767,Occasional,True,,,True,False,
SES000338,GT002172,Occasional,False,USR002800,USR002800,False,False,
SES000339,GT003766,Regular,True,,,False,False,
SES000340,GT007285,VIP,True,,,True,True,TXN000432
SES000341,GT000765,Occasional,True,,,False,False,
SES000342,GT007178,Occasional,True,,,True,True,TXN000436
SES000343,GT005981,Regular,False,USR000319,USR000319,True,True,TXN000439
SES000344,GT009456,Occasional,False,USR002468,USR002468,True,True,TXN000438
SES000345,GT000469,Occasional,True,,,True,False,
SES000346,GT009955,VIP,False,USR003522,USR003522,True,True,TXN000440
SES000347,GT005279,Regular,True,,,True,True,TXN000442
SES000348,GT009569,Occasional,True,,,True,True,TXN000441
SES000349,GT003027,Regular,False,USR000205,USR000205,True,False,
SES000350,GT007295,Regular,False,USR000543,USR000543,False,False,
SES000351,GT000530,Occasional,True,,,True,True,TXN000445
SES000352,GT006097,Occasional,True,,,True,False,
SES000353,GT002882,Regular,False,USR001433,USR001433,False,False,
SES000354,GT003510,Occasional,False,USR003426,USR003426,True,True,TXN000449
SES000355,GT005074,VIP,False,USR001977,USR001977,True,True,TXN000454
SES000356,GT000548,Regular,False,USR003059,USR003059,True,True,TXN000453
SES000357,GT001216,Regular,True,,,True,True,TXN000457
SES000358,GT003446,Regular,True,,,False,False,
SES000359,GT008049,Occasional,True,,,False,False,
SES000360,GT001861,Occasional,True,,,True,False,
SES000361,GT000519,Occasional,True,,,False,False,
SES000362,GT009100,Regular,True,,,True,True,TXN000461
SES000363,GT008775,Regular,True,,,True,False,
SES000364,GT003470,Occasional,True,,,False,False,
SES000365,GT007788,Regular,False,USR003745,USR003745,True,True,TXN000462
SES000366,GT009738,Occasional,True,,,False,False,
SES000367,GT003755,Regular,False,USR003591,USR003591,True,True,TXN000466
SES000368,GT007304,Occasional,True,,USR000921,True,True,TXN000467
SES000369,GT009702,Occasional,False,USR003932,USR003932,True,True,TXN000469
SES000370,GT001515,Regular,True,,,True,True,TXN000473
SES000371,GT007738,Regular,False,USR001829,USR001829,True,True,TXN000471
SES000372,GT003293,VIP,True,,,True,True,TXN000472
SES000373,GT009774,VIP,True,,,True,True,TXN000476
SES000374,GT001053,VIP,True,,,True,True,TXN000482
SES000375,GT002352,Regular,True,,,True,True,TXN000479
SES000376,GT006700,Occasional,False,USR001726,USR001726,True,False,
SES000377,GT007029,VIP,False,USR004033,USR004033,True,True,TXN000485
SES000378,GT001723,VIP,False,USR000114,USR000114,True,True,TXN000487
SES000379,GT006179,Occasional,True,,,True,True,TXN000490
SES000380,GT003286,Occasional,False,USR003358,USR003358,True,True,TXN000486
SES000381,GT004478,Regular,False,USR002861,USR002861,True,True,TXN000491
SES000382,GT009477,Occasional,True,,,False,False,
SES000383,GT002430,Occasional,True,,,True,True,TXN000492
SES000384,GT003364,Regular,False,USR000753,USR000753,True,True,TXN000494
SES000385,GT005721,Occasional,False,USR001712,USR001712,True,True,TXN000496
SES000386,GT009727,VIP,True,,,True,True,TXN000497
SES000387,GT002797,Occasional,True,,,True,True,TXN000499
SES000388,GT005628,Regular,True,,,True,True,TXN000500
SES000389,GT009795,Occasional,True,,,True,True,TXN000498
SES000390,GT000399,Regular,False,USR002986,USR002986,True,True,TXN000506
SES000391,GT009930,Occasional,True,,,True,True,TXN000503
SES000392,GT001795,Occasional,True,,USR003776,True,False,
SES000393,GT009085,Occasional,True,,,True,True,TXN000505
SES000394,GT008321,Occasional,True,,,False,False,
SES000395,GT001393,VIP,False,USR003546,USR003546,True,True,TXN000511
SES000396,GT007444,VIP,False,USR004130,USR004130,True,True,TXN000508
SES000397,GT003288,Occasional,True,,,False,False,
SES000398,GT004702,Regular,True,,,True,True,TXN000512
SES000399,GT005103,Occasional,True,,,True,True,TXN000513
SES000400,GT004980,Regular,False,USR001639,USR001639,True,True,TXN000516
SES000401,GT005955,Occasional,False,USR001087,USR001087,True,True,TXN000518
SES000402,GT004786,Occasional,True,,,True,True,TXN000517
SES000403,GT006671,Occasional,False,USR000816,USR000816,False,False,
SES000404,GT008137,Occasional,True,,USR004285,True,True,TXN000520
SES000405,GT005900,Occasional,False,USR002392,USR002392,False,False,
SES000406,GT005302,Occasional,True,,,True,True,TXN000521
SES000407,GT009555,VIP,False,USR001189,USR001189,False,False,
SES000408,GT008008,Occasional,True,,,False,False,
SES000409,GT009242,Occasional,True,,,True,True,TXN000522
SES000410,GT007406,Occasional,False,USR003686,USR003686,False,False,
SES000411,GT002453,Regular,False,USR002613,USR002613,False,False,
SES000412,GT002112,Occasional,True,,,True,True,TXN000524
SES000413,GT009096,Occasional,True,,,True,True,TXN000526
SES000414,GT006664,Occasional,True,,,True,True,TXN000527
SES000415,GT008031,Regular,True,,USR001625,False,False,
SES000416,GT003933,VIP,False,USR000950,USR000950,False,False,
SES000417,GT009284,VIP,True,,,True,True,TXN000535
SES000418,GT007336,Occasional,True,,,False,False,
SES000419,GT004889,Occasional,True,,,True,True,TXN000536
SES000420,GT001732,Occasional,False,USR001978,USR001978,True,True,TXN000537
SES000421,GT007992,Regular,True,,,False,False,
SES000422,GT008800,Occasional,True,,,True,False,
SES000423,GT005675,Regular,True,,,False,False,
SES000424,GT006008,VIP,True,,,False,False,
SES000425,GT007013,Occasional,False,USR000467,USR000467,True,True,TXN000542
SES000426,GT003402,Regular,True,,,True,True,TXN000547
SES000427,GT005151,Regular,True,,,True,True,TXN000543
SES000428,GT005967,Occasional,False,USR000218,USR000218,True,True,TXN000545
SES000429,GT000528,Regular,True,,,True,True,TXN000551
SES000430,GT005878,VIP,True,,,True,True,TXN000546
SES000431,GT001330,Occasional,True,,,False,False,
SES000432,GT007189,Regular,True,,,True,False,
SES000433,GT005485,Regular,True,,,True,True,TXN000554
SES000434,GT008158,Occasional,True,,,True,True,TXN000557
SES000435,GT008915,VIP,True,,,True,True,TXN000558
SES000436,GT002124,Occasional,False,USR003373,USR003373,True,True,TXN000559
SES000437,GT005566,Occasional,False,USR000677,USR000677,True,True,TXN000567
SES000438,GT002169,Regular,False,USR000030,USR000030,True,True,TXN000563
SES000439,GT002675,Occasional,True,,,True,True,TXN000568
SES000440,GT004085,VIP,True,,,False,False,
SES000441,GT000810,Regular,False,USR004006,USR004006,True,True,TXN000573
SES000442,GT007323,Regular,True,,,True,True,TXN000576
SES000443,GT003028,Regular,True,,,True,True,TXN000577
SES000444,GT000514,Occasional,False,USR002154,USR002154,False,False,
SES000445,GT006333,Occasional,False,USR003058,USR003058,False,False,
SES000446,GT008225,Occasional,False,USR002327,USR002327,False,False,
SES000447,GT000735,Occasional,True,,,True,True,TXN000578
SES000448,GT001982,Occasional,False,USR000089,USR000089,True,True,TXN000584
SES000449,GT003109,Occasional,False,USR003513,USR003513,False,False,
SES000450,GT001408,Occasional,True,,,True,True,TXN000586
SES000451,GT000438,Regular,False,USR004090,USR004090,True,True,TXN000587
SES000452,GT000009,Regular,False,USR001183,USR001183,True,True,TXN000592
SES000453,GT007462,Regular,True,,,True,True,TXN000590
SES000454,GT008960,Regular,False,USR000516,USR000516,True,False,
SES000455,GT007112,VIP,False,USR000247,USR000247,True,False,
SES000456,GT000473,Occasional,False,USR001788,USR001788,True,True,TXN000591
SES000457,GT009068,Occasional,True,,,True,True,TXN000593
SES000458,GT004889,Occasional,True,,,True,True,TXN000594
SES000459,GT009723,VIP,True,,,True,True,TXN000596
SES000460,GT008492,Regular,True,,,True,True,TXN000601
SES000461,GT005803,VIP,True,,,True,True,TXN000604
