crm_customer_id,ground_truth_id,portal_user_id,is_duplicate_record,duplicate_of_crm_customer_id,dq_missing_email,dq_missing_phone,dq_missing_address,dq_missing_postcode,dq_outdated_address,dq_email_case_variation,dq_abbreviated_first_name,dq_name_typo,dq_phone_format_variation,dq_postcode_format_variation
CRM000180,GT007824,,False,,False,False,True,False,False,False,False,False,False,False
CRM000181,GT000827,USR000105,False,,False,False,False,False,False,False,False,False,True,False
CRM000182,GT008399,,False,,False,True,False,False,False,False,False,False,False,False
CRM000183,GT007147,,False,,False,False,False,False,False,False,False,False,False,True
CRM000184,GT000887,,False,,False,True,False,True,False,False,False,False,False,False
CRM000185,GT000424,,False,,False,True,False,False,False,False,False,False,False,False
CRM000186,GT002529,USR000106,False,,False,False,False,False,False,False,False,False,False,False
CRM000187,GT006464,USR000107,False,,False,True,False,False,False,False,False,False,False,False
CRM000188,GT005731,,False,,False,False,False,False,False,False,False,False,False,False
CRM000189,GT002865,USR000108,False,,False,False,False,False,False,False,False,False,False,False
CRM000190,GT009785,,False,,False,False,False,True,False,False,False,False,False,False
CRM000191,GT001028,,False,,False,False,False,False,False,False,False,False,True,False
CRM000192,GT006623,USR000109,False,,False,True,False,False,False,False,False,False,False,True
CRM000193,GT005319,USR000110,False,,False,False,False,False,False,False,True,False,False,False
CRM000194,GT009900,USR000111,False,,False,False,False,False,False,False,False,False,False,False
CRM000195,GT009546,USR000112,False,,False,False,False,False,False,False,False,False,True,False
CRM000196,GT004801,,False,,False,False,False,False,False,False,False,False,False,False
CRM000197,GT004490,,False,,False,False,False,False,False,False,False,False,True,False
CRM000198,GT003577,USR000113,False,,False,False,True,False,False,False,False,True,False,False
CRM000199,GT001723,USR000114,False,,False,False,False,False,False,False,False,False,False,False
CRM000200,GT006814,USR000115,False,,False,False,False,False,False,False,False,False,False,False
CRM000201,GT008870,,False,,False,False,False,False,False,False,False,False,False,False
CRM000202,GT004766,,False,,False,False,False,True,False,False,False,False,False,False
CRM000203,GT009179,USR000116,False,,False,False,False,False,False,False,False,False,False,False
CRM000204,GT002465,USR000117,False,,False,False,False,False,False,False,False,False,False,True
CRM000205,GT002683,,False,,False,False,False,False,False,False,False,False,False,False
CRM000206,GT009548,USR000118,False,,False,False,False,False,False,False,False,False,False,False
CRM000207,GT009197,USR000119,False,,False,False,False,False,False,False,False,False,False,True
CRM000208,GT005132,USR000120,False,,False,False,False,False,False,False,False,False,False,False
CRM000209,GT005509,USR000121,False,,False,False,False,False,False,True,False,False,False,False
CRM000210,GT003543,USR000122,False,,False,False,False,False,False,False,False,False,False,False
CRM000211,GT000283,,False,,False,False,False,False,False,False,False,False,False,False
CRM000212,GT009852,USR000123,False,,False,False,True,False,False,True,False,False,False,False
CRM000213,GT005089,USR000124,False,,False,False,False,False,False,False,False,False,False,False
CRM000214,GT008072,USR000125,False,,False,False,False,False,False,False,False,False,False,False
CRM000215,GT001613,USR000126,False,,False,False,False,False,False,False,False,False,False,False
CRM000216,GT005899,USR000127,False,,False,False,False,False,False,False,False,False,False,False
CRM000217,GT009868,USR000128,False,,False,False,False,False,False,False,False,False,False,False
CRM000218,GT003130,,False,,False,False,False,False,False,False,False,False,False,False
CRM000219,GT004670,,False,,False,False,False,False,False,False,False,False,False,False
CRM000220,GT002728,USR000129,False,,False,False,True,False,False,False,False,False,False,False
CRM000221,GT007373,USR000130,False,,False,False,False,False,False,False,False,False,False,False
CRM000222,GT000687,,False,,False,False,False,False,False,False,False,False,False,True
CRM000223,GT007312,USR000131,False,,False,False,False,False,False,False,False,False,False,False
CRM000224,GT008347,,False,,False,False,False,False,False,True,False,False,False,False
CRM000225,GT002494,,False,,False,True,False,False,False,False,False,False,False,False
CRM000226,GT003468,,False,,False,True,False,False,False,False,False,False,False,False
CRM000227,GT008767,USR000132,False,,False,False,True,False,False,False,False,False,False,False
CRM000228,GT001566,,False,,False,False,False,False,False,False,False,False,True,True
CRM000229,GT009148,USR000133,False,,False,False,False,False,False,False,False,False,False,False
CRM000230,GT000931,USR000134,False,,False,False,True,False,True,False,False,False,False,False
CRM000231,GT000371,USR000135,False,,False,False,False,False,False,False,False,False,False,False
CRM000232,GT008119,,False,,False,True,False,False,True,False,False,False,False,False
CRM000233,GT000654,,False,,False,False,False,False,False,False,True,False,False,False
CRM000234,GT005681,USR000136,False,,False,False,False,False,False,True,False,False,False,False
CRM000235,GT008860,,False,,False,False,False,False,False,False,False,False,False,False
CRM000236,GT006739,USR000137,False,,False,False,False,False,False,False,False,False,False,False
CRM000237,GT009823,USR000138,False,,False,False,False,False,False,False,False,False,True,False
CRM000238,GT006810,USR000139,False,,False,True,False,False,False,False,False,False,False,False
CRM000239,GT003352,USR000140,False,,False,False,False,False,False,False,False,False,False,False
CRM000240,GT009371,,False,,False,False,False,False,True,False,False,False,False,False
CRM000241,GT000794,,False,,False,False,False,False,False,False,False,False,False,True
CRM000242,GT006817,,False,,False,False,False,False,False,False,False,False,False,False
CRM000243,GT001089,,False,,False,False,False,False,False,False,False,False,False,False
CRM000244,GT003872,,False,,False,False,False,True,False,False,False,False,False,False
CRM000245,GT005003,USR000141,False,,False,False,False,False,False,False,False,True,False,False
CRM000246,GT000537,USR000142,False,,False,False,False,False,False,False,True,False,False,False
CRM000247,GT004065,USR000143,False,,False,False,False,False,False,False,False,False,False,False
CRM000248,GT005376,USR000144,False,,False,False,False,False,False,False,False,False,True,False
CRM000249,GT002800,,False,,False,False,False,False,False,False,False,False,False,False
CRM000250,GT004069,,False,,False,False,False,False,False,False,False,False,False,False
CRM000251,GT007795,USR000145,False,,False,True,False,False,False,False,False,False,False,False
CRM000252,GT001910,USR000146,False,,False,False,False,False,False,False,False,False,False,False
CRM000253,GT003102,,False,,False,False,False,False,False,False,False,False,True,False
CRM000254,GT002771,USR000147,False,,False,False,False,False,False,False,False,False,False,False
CRM000255,GT002503,USR000148,False,,False,False,False,False,False,False,False,False,False,False
CRM000256,GT000374,USR000149,False,,False,False,False,False,False,False,False,True,False,True
CRM000257,GT009565,USR000150,False,,False,False,False,False,False,False,False,False,True,False
CRM000258,GT005094,,False,,False,False,False,False,False,False,False,False,True,True
CRM000259,GT003279,USR000151,False,,False,False,False,False,False,False,False,False,False,False
CRM000260,GT008807,USR000152,False,,True,False,False,False,False,False,False,False,True,False
CRM000261,GT000219,USR000153,False,,False,False,False,False,False,False,False,False,False,False
CRM000262,GT001066,USR000154,False,,False,False,False,False,False,True,False,False,True,False
CRM000263,GT000187,USR000155,False,,False,False,False,False,False,False,False,False,False,False
CRM000264,GT000304,USR000156,False,,False,False,False,False,False,False,False,False,False,False
CRM000265,GT000026,USR000157,False,,False,False,False,True,False,False,False,False,False,False
CRM000266,GT006079,,False,,False,False,False,False,False,False,False,False,False,False
CRM000267,GT007173,USR000158,False,,False,False,False,False,False,False,False,False,False,True
CRM000268,GT003552,,False,,False,True,False,False,False,False,False,False,False,False
CRM000269,GT009280,USR000159,False,,False,False,False,False,True,False,False,False,True,False
CRM000270,GT007553,USR000160,False,,False,False,False,False,False,False,False,False,False,False
CRM000271,GT009882,,False,,True,False,False,False,False,False,False,False,False,True
CRM000272,GT007681,USR000161,False,,False,False,False,False,False,False,False,False,False,False
CRM000273,GT005227,USR000162,False,,False,False,False,False,False,False,False,False,False,False
CRM000274,GT000562,USR000163,False,,False,False,False,False,False,False,False,False,True,False
CRM000275,GT001203,USR000164,False,,False,False,False,False,False,False,False,False,True,True
CRM000276,GT003277,USR000165,False,,False,False,False,False,False,False,False,False,False,False
CRM000277,GT001369,USR000166,False,,False,True,False,False,False,False,False,False,False,True
CRM000278,GT006366,,False,,False,False,False,False,False,False,False,False,False,False
CRM000279,GT000696,USR000167,False,,False,True,False,False,False,False,False,False,False,True
CRM000280,GT005428,,False,,False,False,False,False,False,False,False,False,True,False
CRM000281,GT003644,,False,,False,True,False,False,False,False,False,False,False,False
CRM000282,GT003849,,False,,False,False,False,False,False,False,False,False,False,False
CRM000283,GT000793,USR000168,False,,False,False,False,False,False,False,False,False,False,False
CRM000284,GT007188,,False,,False,True,False,False,False,False,False,False,False,False
CRM000285,GT007635,USR000169,False,,False,False,False,False,True,False,True,False,False,False
CRM000286,GT003200,USR000170,False,,False,True,False,False,False,False,False,False,False,False
CRM000287,GT003772,,False,,False,False,False,False,False,False,False,False,False,False
CRM000288,GT006922,USR000171,False,,False,False,False,False,False,False,False,False,False,False
CRM000289,GT001328,,False,,False,True,False,False,False,False,False,False,False,False
CRM000290,GT006141,USR000172,False,,False,True,False,False,False,False,False,False,False,False
CRM000291,GT003433,,False,,False,False,True,False,False,False,False,False,False,False
CRM000292,GT007004,,False,,False,True,False,False,False,False,False,False,False,False
CRM000293,GT006346,,False,,False,False,False,False,False,False,False,False,False,False
CRM000294,GT002812,USR000173,False,,False,False,False,False,False,False,False,False,False,False
CRM000295,GT003928,USR000174,False,,False,False,False,False,False,False,False,False,False,False
CRM000296,GT002973,USR000175,False,,False,False,False,False,False,False,False,False,False,False
CRM000297,GT007585,,False,,False,False,False,False,False,False,False,False,False,False
CRM000298,GT007905,USR000176,False,,False,True,False,False,False,False,True,False,False,False
CRM000299,GT002383,USR000177,False,,False,False,False,False,False,False,False,False,False,False
CRM000300,GT004930,USR000178,False,,False,False,False,False,False,False,False,False,False,False
CRM000301,GT007561,,False,,False,False,False,False,False,False,False,False,True,False
CRM000302,GT005458,,False,,False,True,False,False,False,False,False,False,False,True
CRM000303,GT000155,,False,,False,False,False,False,False,False,False,False,False,False
CRM000304,GT000881,USR000179,False,,False,True,False,False,False,False,False,False,False,False
CRM000305,GT003855,USR000180,False,,False,False,False,False,False,True,False,False,False,True
CRM000306,GT008429,USR000181,False,,False,False,False,False,False,False,False,False,True,False
CRM000307,GT004283,,False,,False,False,False,False,False,False,False,False,False,False
CRM000308,GT006229,USR000182,False,,False,False,False,False,False,False,False,False,False,False
CRM000309,GT005644,USR000183,False,,False,False,False,False,False,False,False,False,False,False
CRM000310,GT000812,USR000184,False,,False,False,True,False,False,False,False,False,True,False
CRM000311,GT004780,,False,,False,False,False,False,False,False,False,False,False,False
CRM000312,GT004324,,False,,False,False,True,False,False,False,False,False,False,False
CRM000313,GT004586,,False,,False,False,False,False,False,False,False,False,False,False
CRM000314,GT009111,,False,,False,False,False,False,False,False,False,False,False,False
CRM000315,GT003008,USR000185,False,,False,False,False,False,False,False,False,False,False,False
CRM000316,GT009775,,False,,False,False,False,False,False,False,False,False,False,False
CRM000317,GT004723,,False,,False,False,False,False,False,False,False,False,False,False
CRM000318,GT004781,USR000186,False,,False,False,False,False,False,False,False,False,False,False
CRM000319,GT007121,USR000187,False,,False,False,False,False,False,False,False,False,False,False
CRM000320,GT004775,USR000188,False,,False,False,False,False,False,False,False,False,False,False
CRM000321,GT000592,USR000189,False,,False,False,False,False,False,False,False,False,False,True
CRM000322,GT005621,,False,,False,False,False,False,False,False,False,False,False,False
CRM000323,GT000872,USR000190,False,,False,False,False,False,False,False,False,False,True,False
CRM000324,GT009292,,False,,False,True,False,False,False,False,False,False,False,False
CRM000325,GT003125,USR000191,False,,False,False,False,False,False,False,False,False,False,False
CRM000326,GT009334,USR000192,False,,False,False,False,False,False,False,False,False,False,False
CRM000327,GT005190,,False,,False,False,False,False,False,False,False,False,False,False
CRM000328,GT007813,USR000193,False,,False,False,False,False,False,False,False,False,False,False
CRM000329,GT005071,,False,,False,False,False,False,False,False,False,False,False,False
CRM000330,GT002118,USR000194,False,,False,False,False,False,False,False,False,False,True,False
CRM000331,GT009971,,False,,False,False,False,False,False,False,False,False,False,False
CRM000332,GT006335,,False,,False,False,False,False,False,False,False,False,True,True
CRM000333,GT004513,,False,,False,False,True,False,False,False,False,False,True,False
CRM000334,GT009399,USR000195,False,,False,False,False,False,False,False,False,False,False,False
CRM000335,GT005565,USR000196,False,,False,True,False,False,False,False,False,False,False,False
CRM000336,GT004070,USR000197,False,,False,False,False,False,False,False,False,False,True,False
CRM000337,GT001993,USR000198,False,,False,False,False,False,False,False,False,False,False,False
CRM000338,GT003346,,False,,False,False,False,False,True,False,False,False,True,False
CRM000339,GT008117,USR000199,False,,False,False,False,False,False,False,False,False,False,False
CRM000340,GT001620,,False,,False,False,False,False,False,False,False,False,False,False
CRM000341,GT004633,,False,,False,False,False,True,False,False,False,False,True,False
CRM000342,GT006419,,False,,False,False,False,False,False,False,False,False,False,False
CRM000343,GT004451,,False,,False,False,False,False,True,False,False,False,False,False
CRM000344,GT003999,,False,,False,False,False,False,False,False,False,False,False,False
CRM000345,GT000370,USR000200,False,,False,False,False,False,False,False,False,False,False,False
CRM000346,GT008159,,False,,False,False,False,False,False,False,False,False,False,False
CRM000347,GT000740,,False,,False,False,False,False,False,False,False,False,False,False
CRM000348,GT004336,USR000201,False,,False,True,False,False,False,False,False,False,False,False
CRM000349,GT000848,USR000202,False,,False,False,False,False,False,False,False,False,False,False
CRM000350,GT003152,USR000203,False,,False,False,False,False,False,False,False,False,True,False
CRM000351,GT007808,,False,,False,False,False,False,False,False,False,False,False,False
CRM000352,GT009252,USR000204,False,,False,False,False,False,False,False,False,False,False,False
CRM000353,GT000402,,False,,False,False,False,False,False,False,False,False,False,False
CRM000354,GT003027,USR000205,False,,False,False,False,False,False,False,False,False,False,False
CRM000355,GT006883,,False,,False,False,False,False,False,False,False,False,True,False
CRM000356,GT003727,,False,,False,False,False,False,False,True,False,False,True,True
CRM000357,GT009874,USR000206,False,,False,True,False,False,False,False,False,False,False,False
CRM000358,GT001428,,False,,False,False,False,False,False,False,False,False,False,False
CRM000359,GT001387,USR000207,False,,False,False,False,False,False,False,False,False,False,False
CRM000360,GT007279,USR000208,False,,False,False,False,False,False,False,False,False,True,False
CRM000361,GT006941,,False,,False,False,False,False,False,False,False,False,False,False
CRM000362,GT009365,,False,,False,False,False,True,False,False,False,False,False,False
CRM000363,GT000743,,False,,False,False,False,False,False,False,False,False,True,False
CRM000364,GT000164,USR000209,False,,False,False,False,False,False,False,False,False,True,False
CRM000365,GT001291,USR000210,False,,False,False,False,False,False,False,False,False,False,False
CRM000366,GT009222,,False,,False,False,False,False,False,False,False,False,False,False
CRM000367,GT004347,USR000211,False,,True,False,False,True,False,False,False,False,False,False
