cluster_id_1,cluster_id_2,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,record_pairs_compared,record_id_1,source_system_1,source_record_id_1,record_id_2,source_system_2,source_record_id_2,email_available,email_similarity,phone_available,phone_similarity,name_available,name_similarity,address_available,address_similarity,postcode_available,postcode_similarity,date_of_birth_available,date_of_birth_similarity,weighted_similarity_score,evidence_coverage,strong_identifiers,supporting_features,corroborating_features,supporting_feature_count,corroborating_feature_count,static_conflict,preliminary_decision,preliminary_reason,final_decision,final_reason,merge_performed,probabilistic_cluster_id_1,probabilistic_cluster_id_2
DCL002012,DCL009629,3,1,B04,Email domain and local-part prefix,1,3,STG012883,ECOMMERCE,TXN004883,STG022238,MARKETING,MKT000936,True,1.0,False,0.0,True,0.9412,False,0.0,True,0.6667,False,0.0,0.9248,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002012,PCL002012
DCL002049,DCL008630,2,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,2,STG002049,CRM,CRM002049,STG014050,ECOMMERCE,TXN006050,True,0.9565,True,1.0,True,0.9091,True,1.0,True,1.0,False,0.0,0.9671,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002049,PCL002049
DCL002127,DCL010018,1,1,B04,Email domain and local-part prefix,1,1,STG002127,CRM,CRM002127,STG026919,MARKETING,MKT005617,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002127,PCL002127
DCL002141,DCL010714,10,1,B04,Email domain and local-part prefix,1,10,STG076960,SUPPORT,SUP003658,STG077545,SUPPORT,SUP004243,True,0.9787,True,1.0,True,0.96,False,0.0,False,0.0,False,0.0,0.9808,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002141,PCL002141
DCL002154,DCL008068,1,3,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,3,STG002154,CRM,CRM002154,STG015445,ECOMMERCE,TXN007445,False,0.0,True,1.0,True,0.7826,False,0.0,True,1.0,False,0.0,0.9209,0.55,phone,name | phone | postcode,name | postcode,3,2,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002154,PCL002154
DCL002276,DCL010618,3,1,B04,Email domain and local-part prefix,1,3,STG010578,ECOMMERCE,TXN002578,STG075436,SUPPORT,SUP002134,True,0.9825,True,0.9091,True,1.0,False,0.0,False,0.0,False,0.0,0.9627,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002276,PCL002276
DCL002309,DCL009989,9,1,B04,Email domain and local-part prefix,1,9,STG012918,ECOMMERCE,TXN004918,STG026618,MARKETING,MKT005316,True,1.0,False,0.0,True,0.9167,False,0.0,True,0.6667,False,0.0,0.9167,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002309,PCL002309
DCL002617,DCL009213,2,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,4,STG002617,CRM,CRM002617,STG019546,ECOMMERCE,TXN011546,True,0.7843,True,1.0,True,0.96,True,1.0,True,1.0,False,0.0,0.9235,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002617,PCL002617
DCL002688,DCL009907,12,1,B04,Email domain and local-part prefix,1,12,STG013455,ECOMMERCE,TXN005455,STG025651,MARKETING,MKT004349,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6,False,0.0,0.9188,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002688,PCL002688
DCL002803,DCL009809,5,1,B04,Email domain and local-part prefix,1,5,STG024861,MARKETING,MKT003559,STG024482,MARKETING,MKT003180,True,1.0,False,0.0,True,0.9091,False,0.0,True,0.6667,False,0.0,0.9141,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002803,PCL002803
DCL002814,DCL010543,6,1,B04,Email domain and local-part prefix,1,6,STG015180,ECOMMERCE,TXN007180,STG074038,SUPPORT,SUP000736,True,0.9767,True,1.0,True,0.8889,False,0.0,False,0.0,False,0.0,0.9611,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002814,PCL002814
DCL002906,DCL010691,12,1,B04,Email domain and local-part prefix,1,12,STG074949,SUPPORT,SUP001647,STG077183,SUPPORT,SUP003881,True,0.9787,True,0.9,True,1.0,False,0.0,False,0.0,False,0.0,0.9582,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002906,PCL002906
DCL002971,DCL008631,4,2,B01 | B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code | Surname prefix and exact postcode,3,8,STG018681,ECOMMERCE,TXN010681,STG014053,ECOMMERCE,TXN006053,True,0.9545,False,0.0,True,0.9524,True,1.0,True,1.0,False,0.0,0.9669,0.7,email,address | email | name | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL002971,PCL002971
DCL003085,DCL009747,4,1,B04,Email domain and local-part prefix,1,4,STG028183,MARKETING,MKT006881,STG023606,MARKETING,MKT002304,True,1.0,False,0.0,True,0.9286,False,0.0,True,0.6667,False,0.0,0.9206,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003085,PCL003085
DCL003339,DCL009661,6,1,B04,Email domain and local-part prefix,1,6,STG029507,MARKETING,MKT008205,STG022601,MARKETING,MKT001299,True,0.9818,False,0.0,True,1.0,False,0.0,True,0.6,False,0.0,0.9242,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003339,PCL003339
DCL003461,DCL010266,2,1,B04,Email domain and local-part prefix,1,2,STG003461,CRM,CRM003461,STG030120,MARKETING,MKT008818,True,1.0,False,0.0,True,0.96,False,0.0,True,0.6,False,0.0,0.92,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003461,PCL003461
DCL003489,DCL009297,2,2,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,4,STG003489,CRM,CRM003489,STG020053,ECOMMERCE,TXN012053,False,0.0,True,1.0,True,0.9333,True,1.0,True,1.0,False,0.0,0.9795,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003489,PCL003489
DCL003525,DCL008890,6,1,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,6,STG012168,ECOMMERCE,TXN004168,STG016469,ECOMMERCE,TXN008469,False,0.0,True,1.0,True,0.9524,True,1.0,True,1.0,False,0.0,0.9853,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003525,PCL003525
DCL003543,DCL009032,1,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,2,STG003543,CRM,CRM003543,STG018004,ECOMMERCE,TXN010004,True,0.9744,True,1.0,True,0.9412,True,1.0,True,1.0,False,0.0,0.9795,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003543,PCL003543
DCL003549,DCL009823,3,1,B04,Email domain and local-part prefix,1,3,STG023339,MARKETING,MKT002037,STG024679,MARKETING,MKT003377,True,1.0,False,0.0,True,0.9474,False,0.0,True,0.6,False,0.0,0.9158,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003549,PCL003549
DCL003578,DCL008261,1,4,B03 | B04,Email domain and local-part prefix | Phone suffix and surname initial,2,4,STG003578,CRM,CRM003578,STG017257,ECOMMERCE,TXN009257,True,1.0,False,0.0,True,0.9286,True,1.0,False,0.0,False,0.0,0.9762,0.6,email,address | email | name,address | name,3,2,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003578,PCL003578
DCL003661,DCL010660,9,1,B04,Email domain and local-part prefix,1,9,STG076343,SUPPORT,SUP003041,STG076301,SUPPORT,SUP002999,True,0.9643,True,1.0,True,0.9655,False,0.0,False,0.0,False,0.0,0.9765,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003661,PCL003661
DCL003853,DCL009595,4,1,B04,Email domain and local-part prefix,1,4,STG023953,MARKETING,MKT002651,STG021951,MARKETING,MKT000649,True,1.0,False,0.0,True,0.9655,False,0.0,True,0.6,False,0.0,0.9218,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003853,PCL003853
DCL003870,DCL008798,6,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,6,STG012110,ECOMMERCE,TXN004110,STG015627,ECOMMERCE,TXN007627,True,0.7755,True,1.0,True,0.9231,True,1.0,True,1.0,False,0.0,0.9129,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003870,PCL003870
DCL003928,DCL010576,3,1,B04,Email domain and local-part prefix,1,3,STG015049,ECOMMERCE,TXN007049,STG074540,SUPPORT,SUP001238,True,0.96,True,1.0,True,0.9231,False,0.0,False,0.0,False,0.0,0.9635,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003928,PCL003928
DCL003932,DCL008455,3,2,B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code,3,6,STG013900,ECOMMERCE,TXN005900,STG012562,ECOMMERCE,TXN004562,False,0.0,True,1.0,True,0.9412,True,1.0,True,1.0,False,0.0,0.9819,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003932,PCL003932
DCL003965,DCL009357,6,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,6,STG003965,CRM,CRM003965,STG020451,ECOMMERCE,TXN012451,True,0.8837,True,1.0,True,0.9474,True,1.0,True,1.0,False,0.0,0.9522,0.95,email | phone,address | email | name | phone | postcode,address | name | postcode,5,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL003965,PCL003965
DCL004006,DCL008459,5,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,10,STG016042,ECOMMERCE,TXN008042,STG012583,ECOMMERCE,TXN004583,False,0.0,True,1.0,True,0.9565,True,1.0,True,1.0,False,0.0,0.9866,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004006,PCL004006
DCL004113,DCL008484,11,1,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,11,STG017506,ECOMMERCE,TXN009506,STG012757,ECOMMERCE,TXN004757,False,0.0,True,1.0,True,0.9565,True,1.0,True,1.0,False,0.0,0.9866,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004113,PCL004113
DCL004363,DCL008925,6,2,B01 | B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,3,12,STG011830,ECOMMERCE,TXN003830,STG016850,ECOMMERCE,TXN008850,False,0.0,True,1.0,True,0.96,True,1.0,True,1.0,False,0.0,0.9877,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004363,PCL004363
DCL004384,DCL010168,9,1,B04,Email domain and local-part prefix,1,9,STG004384,CRM,CRM004384,STG028829,MARKETING,MKT007527,True,1.0,False,0.0,True,0.963,False,0.0,True,0.6667,False,0.0,0.9321,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004384,PCL004384
DCL004424,DCL007826,1,7,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,7,STG004424,CRM,CRM004424,STG013057,ECOMMERCE,TXN005057,False,0.0,True,1.0,True,0.75,True,1.0,True,1.0,False,0.0,0.9231,0.65,phone,address | name | phone | postcode,address | name | postcode,4,3,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004424,PCL004424
DCL004451,DCL009626,4,1,B04,Email domain and local-part prefix,1,4,STG011417,ECOMMERCE,TXN003417,STG022197,MARKETING,MKT000895,True,1.0,False,0.0,True,0.9,False,0.0,True,0.6667,False,0.0,0.9111,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004451,PCL004451
DCL004487,DCL009826,9,1,B04,Email domain and local-part prefix,1,9,STG027530,MARKETING,MKT006228,STG024720,MARKETING,MKT003418,True,1.0,False,0.0,True,0.963,False,0.0,True,0.6,False,0.0,0.921,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004487,PCL004487
DCL004782,DCL010695,6,1,B04,Email domain and local-part prefix,1,6,STG074509,SUPPORT,SUP001207,STG077324,SUPPORT,SUP004022,True,0.9787,True,0.9091,True,1.0,False,0.0,False,0.0,False,0.0,0.9612,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004782,PCL004782
DCL004812,DCL010146,4,1,B04,Email domain and local-part prefix,1,4,STG027418,MARKETING,MKT006116,STG028418,MARKETING,MKT007116,True,1.0,False,0.0,True,0.9565,False,0.0,True,0.6667,False,0.0,0.93,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004812,PCL004812
DCL004827,DCL009650,10,1,B04,Email domain and local-part prefix,1,10,STG029177,MARKETING,MKT007875,STG022487,MARKETING,MKT001185,True,1.0,False,0.0,True,0.9412,False,0.0,True,0.6,False,0.0,0.9137,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004827,PCL004827
DCL004840,DCL010672,6,1,B04,Email domain and local-part prefix,1,6,STG011580,ECOMMERCE,TXN003580,STG076641,SUPPORT,SUP003339,True,0.973,True,1.0,True,0.9474,False,0.0,False,0.0,False,0.0,0.9752,0.75,email | phone,email | name | phone,name,3,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004840,PCL004840
DCL004974,DCL010386,1,1,B04,Email domain and local-part prefix,1,1,STG004974,CRM,CRM004974,STG031742,MARKETING,MKT010440,True,1.0,False,0.0,True,0.963,False,0.0,True,0.6667,False,0.0,0.9321,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL004974,PCL004974
DCL005617,DCL009831,7,1,B04,Email domain and local-part prefix,1,7,STG021342,MARKETING,MKT000040,STG024750,MARKETING,MKT003448,True,1.0,False,0.0,True,0.9655,False,0.0,True,0.6667,False,0.0,0.933,0.6,email,email | name,name,2,1,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005617,PCL005617
DCL005741,DCL007910,4,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,8,STG014001,ECOMMERCE,TXN006001,STG008625,ECOMMERCE,TXN000625,True,0.766,True,1.0,True,0.9565,True,1.0,True,1.0,False,0.0,0.9169,0.95,phone,address | email | name | phone | postcode,address | email | name | postcode,5,4,False,automatic_match,Automatic match criteria satisfied,accepted_merge,Automatic criteria and cluster safeguards satisfied,True,PCL005741,PCL005741
