source_system,source_record_id,session_id,guest_session,portal_user_id,session_date_time_start,session_date_time_end,session_duration_seconds,device_type,basket_created,basket_converted,linked_transaction_id
ONLINE,SES000067,SES000067,False,USR003436,2025-01-01 07:28:29,2025-01-01 07:45:30,1021,PC,True,True,TXN000085
ONLINE,SES000068,SES000068,False,USR003934,2025-01-01 07:37:43,2025-01-01 08:06:14,1711,Mobile,True,True,TXN000086
ONLINE,SES000069,SES000069,True,,2025-01-01 07:48:55,2025-01-01 07:49:25,30,Mobile,False,False,
ONLINE,SES000070,SES000070,False,USR002318,2025-01-01 07:50:08,2025-01-01 08:09:45,1177,Mobile,True,True,TXN000087
ONLINE,SES000071,SES000071,False,USR001691,2025-01-01 07:54:12,2025-01-01 08:14:36,1224,Mobile,True,True,TXN000089
ONLINE,SES000072,SES000072,True,,2025-01-01 07:55:59,2025-01-01 08:19:59,1440,Mobile,True,True,TXN000092
ONLINE,SES000073,SES000073,True,,2025-01-01 08:02:14,2025-01-01 08:12:52,638,PC,True,True,TXN000090
ONLINE,SES000074,SES000074,False,USR000077,2025-01-01 08:02:39,2025-01-01 08:11:39,540,PC,True,True,TXN000091
ONLINE,SES000075,SES000075,False,USR000272,2025-01-01 08:04:40,2025-01-01 08:30:22,1542,Mobile,False,False,
ONLINE,SES000076,SES000076,True,,2025-01-01 08:15:24,2025-01-01 08:19:20,236,PC,False,False,
ONLINE,SES000077,SES000077,True,,2025-01-01 08:16:18,2025-01-01 08:27:47,689,Mobile,False,False,
ONLINE,SES000078,SES000078,True,,2025-01-01 08:18:59,2025-01-01 08:53:08,2049,Mobile,False,False,
ONLINE,SES000079,SES000079,True,,2025-01-01 08:26:07,2025-01-01 08:40:20,853,Mobile,True,True,TXN000093
ONLINE,SES000080,SES000080,True,,2025-01-01 08:31:51,2025-01-01 08:39:19,448,Mobile,False,False,
ONLINE,SES000081,SES000081,False,USR001621,2025-01-01 08:34:37,2025-01-01 08:45:26,649,Mobile,True,True,TXN000096
ONLINE,SES000082,SES000082,False,USR001501,2025-01-01 08:38:13,2025-01-01 08:41:34,201,PC,False,False,
ONLINE,SES000083,SES000083,True,,2025-01-01 08:41:33,2025-01-01 08:48:02,389,Mobile,False,False,
ONLINE,SES000084,SES000084,True,,2025-01-01 08:50:01,2025-01-01 09:10:06,1205,Mobile,True,True,TXN000099
ONLINE,SES000085,SES000085,False,USR001498,2025-01-01 09:19:49,2025-01-01 09:44:16,1467,Mobile,True,True,TXN000101
ONLINE,SES000086,SES000086,False,USR000626,2025-01-01 09:24:09,2025-01-01 09:38:21,852,PC,True,True,TXN000102
ONLINE,SES000087,SES000087,False,USR003965,2025-01-01 09:34:40,2025-01-01 09:41:27,407,Mobile,True,False,
ONLINE,SES000088,SES000088,False,USR000486,2025-01-01 09:34:41,2025-01-01 09:49:10,869,Mobile,True,True,TXN000103
ONLINE,SES000089,SES000089,True,,2025-01-01 09:38:51,2025-01-01 09:53:09,858,PC,True,False,
ONLINE,SES000090,SES000090,True,,2025-01-01 09:44:41,2025-01-01 09:46:33,112,PC,True,True,TXN000104
ONLINE,SES000091,SES000091,False,USR001090,2025-01-01 09:45:36,2025-01-01 10:06:28,1252,Mobile,True,False,
ONLINE,SES000092,SES000092,True,,2025-01-01 09:55:54,2025-01-01 09:58:44,170,Mobile,False,False,
ONLINE,SES000093,SES000093,True,,2025-01-01 09:59:05,2025-01-01 10:11:02,717,Mobile,True,False,
ONLINE,SES000094,SES000094,True,,2025-01-01 10:03:18,2025-01-01 10:14:57,699,Mobile,True,True,TXN000108
ONLINE,SES000095,SES000095,True,,2025-01-01 10:15:34,2025-01-01 10:50:50,2116,PC,False,False,
ONLINE,SES000096,SES000096,False,USR000316,2025-01-01 10:15:46,2025-01-01 10:17:44,118,Mobile,True,True,TXN000109
ONLINE,SES000097,SES000097,False,USR001400,2025-01-01 10:17:24,2025-01-01 10:30:25,781,Mobile,False,False,
ONLINE,SES000098,SES000098,True,,2025-01-01 10:27:24,2025-01-01 10:35:17,473,PC,True,True,TXN000112
ONLINE,SES000099,SES000099,True,,2025-01-01 10:30:37,2025-01-01 10:38:34,477,Mobile,True,True,TXN000114
ONLINE,SES000100,SES000100,False,USR003305,2025-01-01 10:37:45,2025-01-01 10:54:18,993,Mobile,True,True,TXN000116
ONLINE,SES000101,SES000101,True,,2025-01-01 11:00:30,2025-01-01 11:43:05,2555,Mobile,True,True,TXN000121
ONLINE,SES000102,SES000102,False,USR001237,2025-01-01 11:04:07,2025-01-01 11:16:46,759,Mobile,False,False,
ONLINE,SES000103,SES000103,True,,2025-01-01 11:12:56,2025-01-01 11:33:43,1247,PC,True,True,TXN000122
ONLINE,SES000104,SES000104,False,USR000929,2025-01-01 11:23:26,2025-01-01 11:40:34,1028,Mobile,True,True,TXN000123
ONLINE,SES000105,SES000105,True,,2025-01-01 11:24:14,2025-01-01 11:33:30,556,Mobile,True,False,
ONLINE,SES000106,SES000106,False,USR003842,2025-01-01 11:31:30,2025-01-01 11:42:52,682,Mobile,True,False,
ONLINE,SES000107,SES000107,True,,2025-01-01 11:37:23,2025-01-01 11:54:21,1018,PC,True,True,TXN000125
ONLINE,SES000108,SES000108,True,,2025-01-01 11:43:20,2025-01-01 12:02:08,1128,PC,True,True,TXN000126
ONLINE,SES000109,SES000109,True,,2025-01-01 11:55:06,2025-01-01 12:03:02,476,PC,True,True,TXN000129
ONLINE,SES000110,SES000110,False,USR001905,2025-01-01 11:55:17,2025-01-01 12:16:03,1246,Mobile,True,True,TXN000131
ONLINE,SES000111,SES000111,True,,2025-01-01 12:02:04,2025-01-01 12:04:23,139,PC,True,True,TXN000130
ONLINE,SES000112,SES000112,False,USR001690,2025-01-01 12:04:04,2025-01-01 12:27:54,1430,Mobile,True,True,TXN000132
ONLINE,SES000113,SES000113,True,,2025-01-01 12:04:08,2025-01-01 12:12:32,504,Mobile,False,False,
ONLINE,SES000114,SES000114,True,,2025-01-01 12:04:11,2025-01-01 12:07:43,212,Mobile,False,False,
ONLINE,SES000115,SES000115,False,USR000212,2025-01-01 12:10:30,2025-01-01 12:17:16,406,PC,True,True,TXN000133
ONLINE,SES000116,SES000116,False,USR000447,2025-01-01 12:34:44,2025-01-01 12:50:11,927,Mobile,True,True,TXN000135
ONLINE,SES000117,SES000117,False,USR000807,2025-01-01 13:01:10,2025-01-01 13:24:22,1392,PC,True,True,TXN000139
ONLINE,SES000118,SES000118,True,,2025-01-01 13:06:41,2025-01-01 13:20:18,817,PC,True,True,TXN000140
ONLINE,SES000119,SES000119,False,USR000958,2025-01-01 13:06:58,2025-01-01 13:37:36,1838,PC,False,False,
ONLINE,SES000120,SES000120,False,USR001074,2025-01-01 13:11:01,2025-01-01 13:14:00,179,Mobile,True,True,TXN000137
ONLINE,SES000121,SES000121,False,USR003357,2025-01-01 13:23:48,2025-01-01 13:32:47,539,PC,False,False,
ONLINE,SES000122,SES000122,True,,2025-01-01 13:27:11,2025-01-01 13:34:11,420,Mobile,True,True,TXN000141
ONLINE,SES000123,SES000123,True,,2025-01-01 13:29:39,2025-01-01 13:38:31,532,PC,True,True,TXN000143
ONLINE,SES000124,SES000124,True,,2025-01-01 14:04:56,2025-01-01 14:20:21,925,Mobile,True,False,
ONLINE,SES000125,SES000125,False,USR000367,2025-01-01 14:40:01,2025-01-01 14:44:15,254,Mobile,False,False,
ONLINE,SES000126,SES000126,True,,2025-01-01 14:47:35,2025-01-01 14:57:16,581,Mobile,False,False,
ONLINE,SES000127,SES000127,True,,2025-01-01 14:58:55,2025-01-01 15:21:45,1370,Mobile,False,False,
ONLINE,SES000128,SES000128,True,,2025-01-01 15:01:32,2025-01-01 15:12:48,676,Mobile,True,True,TXN000151
ONLINE,SES000129,SES000129,True,,2025-01-01 15:07:25,2025-01-01 15:17:30,605,Mobile,True,True,TXN000154
ONLINE,SES000130,SES000130,False,USR000008,2025-01-01 15:10:28,2025-01-01 15:20:34,606,Mobile,True,True,TXN000155
ONLINE,SES000131,SES000131,False,USR003909,2025-01-01 15:18:19,2025-01-01 15:32:05,826,PC,True,True,TXN000156
ONLINE,SES000132,SES000132,False,USR001074,2025-01-01 15:19:04,2025-01-01 15:31:29,745,PC,True,True,TXN000157
ONLINE,SES000133,SES000133,False,USR004019,2025-01-01 15:21:37,2025-01-01 15:55:55,2058,PC,True,True,TXN000163
ONLINE,SES000134,SES000134,True,,2025-01-01 15:45:23,2025-01-01 15:51:49,386,Mobile,True,False,
ONLINE,SES000135,SES000135,True,,2025-01-01 15:46:27,2025-01-01 15:55:11,524,Mobile,True,True,TXN000166
ONLINE,SES000136,SES000136,False,USR002036,2025-01-01 15:50:02,2025-01-01 16:04:08,846,Mobile,True,True,TXN000168
ONLINE,SES000137,SES000137,True,,2025-01-01 16:04:23,2025-01-01 16:05:24,61,Mobile,True,True,TXN000170
ONLINE,SES000138,SES000138,True,,2025-01-01 16:08:24,2025-01-01 16:26:17,1073,Mobile,True,True,TXN000172
ONLINE,SES000139,SES000139,False,USR003686,2025-01-01 16:08:48,2025-01-01 16:17:46,538,PC,True,True,TXN000171
ONLINE,SES000140,SES000140,False,USR000003,2025-01-01 16:22:06,2025-01-01 16:27:37,331,Mobile,False,False,
ONLINE,SES000141,SES000141,True,,2025-01-01 17:02:43,2025-01-01 17:13:36,653,PC,False,False,
ONLINE,SES000142,SES000142,False,USR003237,2025-01-01 17:02:51,2025-01-01 17:15:25,754,Mobile,True,True,TXN000176
ONLINE,SES000143,SES000143,True,,2025-01-01 17:21:00,2025-01-01 17:49:06,1686,Mobile,True,True,TXN000179
ONLINE,SES000144,SES000144,False,USR002826,2025-01-01 17:24:21,2025-01-01 17:35:57,696,PC,True,True,TXN000177
ONLINE,SES000145,SES000145,True,,2025-01-01 17:35:37,2025-01-01 17:40:33,296,Mobile,False,False,
ONLINE,SES000146,SES000146,True,,2025-01-01 17:36:08,2025-01-01 17:54:39,1111,Mobile,True,True,TXN000180
ONLINE,SES000147,SES000147,False,USR000119,2025-01-01 17:46:24,2025-01-01 18:00:44,860,Mobile,False,False,
ONLINE,SES000148,SES000148,False,USR001496,2025-01-01 18:12:36,2025-01-01 18:21:06,510,Mobile,True,True,TXN000185
ONLINE,SES000149,SES000149,True,,2025-01-01 18:51:04,2025-01-01 18:52:11,67,PC,False,False,
ONLINE,SES000150,SES000150,True,,2025-01-01 19:09:28,2025-01-01 19:51:44,2536,PC,True,True,TXN000192
ONLINE,SES000151,SES000151,True,,2025-01-01 19:11:57,2025-01-01 19:13:08,71,PC,False,False,
ONLINE,SES000152,SES000152,True,,2025-01-01 19:14:52,2025-01-01 19:21:11,379,PC,True,False,
ONLINE,SES000153,SES000153,False,USR001586,2025-01-01 19:21:01,2025-01-01 20:02:55,2514,Mobile,True,True,TXN000197
ONLINE,SES000154,SES000154,False,USR001700,2025-01-01 19:40:27,2025-01-01 19:43:29,182,Mobile,False,False,
ONLINE,SES000155,SES000155,True,,2025-01-01 19:42:58,2025-01-01 19:52:03,545,Mobile,True,False,
ONLINE,SES000156,SES000156,False,USR000106,2025-01-01 19:46:06,2025-01-01 19:52:36,390,PC,True,True,TXN000198
ONLINE,SES000157,SES000157,True,,2025-01-01 19:47:21,2025-01-01 19:54:38,437,PC,True,True,TXN000200
ONLINE,SES000158,SES000158,True,,2025-01-01 20:23:40,2025-01-01 20:36:24,764,PC,True,True,TXN000206
ONLINE,SES000159,SES000159,True,,2025-01-01 20:40:08,2025-01-01 20:44:45,277,Mobile,True,True,TXN000207
ONLINE,SES000160,SES000160,False,USR002368,2025-01-01 20:40:55,2025-01-01 21:13:32,1957,Mobile,True,True,TXN000209
ONLINE,SES000161,SES000161,True,,2025-01-01 20:42:25,2025-01-01 21:04:06,1301,PC,False,False,
ONLINE,SES000162,SES000162,True,,2025-01-01 20:45:29,2025-01-01 20:48:06,157,Mobile,True,False,
ONLINE,SES000163,SES000163,False,USR002602,2025-01-01 20:49:24,2025-01-01 21:22:34,1990,Mobile,True,True,TXN000214
ONLINE,SES000164,SES000164,False,USR003197,2025-01-01 21:00:39,2025-01-01 21:11:44,665,Mobile,True,True,TXN000212
ONLINE,SES000165,SES000165,False,USR001492,2025-01-01 21:02:21,2025-01-01 21:17:46,925,Mobile,False,False,
ONLINE,SES000166,SES000166,False,USR001475,2025-01-01 21:06:54,2025-01-01 21:25:42,1128,PC,True,True,TXN000216
ONLINE,SES000167,SES000167,True,,2025-01-01 21:17:53,2025-01-01 21:34:02,969,Mobile,True,True,TXN000218
ONLINE,SES000168,SES000168,True,,2025-01-01 21:18:27,2025-01-01 21:25:12,405,PC,False,False,
ONLINE,SES000169,SES000169,True,,2025-01-01 21:22:09,2025-01-01 21:45:59,1430,Mobile,True,True,TXN000219
ONLINE,SES000170,SES000170,True,,2025-01-01 21:26:52,2025-01-01 21:30:25,213,Mobile,False,False,
ONLINE,SES000171,SES000171,False,USR002774,2025-01-01 21:27:56,2025-01-01 21:36:12,496,Mobile,False,False,
ONLINE,SES000172,SES000172,True,,2025-01-01 21:36:36,2025-01-01 21:59:50,1394,Mobile,True,True,TXN000221
ONLINE,SES000173,SES000173,True,,2025-01-01 22:01:48,2025-01-01 22:32:05,1817,Mobile,True,True,TXN000226
ONLINE,SES000174,SES000174,False,USR000470,2025-01-01 22:15:41,2025-01-01 22:23:46,485,PC,False,False,
ONLINE,SES000175,SES000175,False,USR001240,2025-01-01 22:15:54,2025-01-01 22:26:03,609,Mobile,True,True,TXN000227
ONLINE,SES000176,SES000176,True,,2025-01-01 22:17:07,2025-01-01 22:35:08,1081,Mobile,True,True,TXN000233
ONLINE,SES000177,SES000177,False,USR002667,2025-01-01 22:24:28,2025-01-01 22:29:02,274,PC,True,True,TXN000230
ONLINE,SES000178,SES000178,False,USR003622,2025-01-01 22:29:22,2025-01-01 22:42:33,791,Mobile,True,True,TXN000234
ONLINE,SES000179,SES000179,True,,2025-01-01 22:33:35,2025-01-01 22:52:09,1114,Mobile,True,True,TXN000235
ONLINE,SES000180,SES000180,True,,2025-01-01 22:37:14,2025-01-01 22:46:49,575,Mobile,False,False,
ONLINE,SES000181,SES000181,False,USR002747,2025-01-01 22:49:35,2025-01-01 23:04:22,887,Mobile,True,True,TXN000237
ONLINE,SES000182,SES000182,True,,2025-01-01 22:50:45,2025-01-01 23:05:15,870,Mobile,True,True,TXN000238
ONLINE,SES000183,SES000183,True,,2025-01-01 22:57:20,2025-01-01 23:10:04,764,PC,False,False,
ONLINE,SES000184,SES000184,False,USR000860,2025-01-01 23:01:56,2025-01-01 23:25:54,1438,PC,True,True,TXN000242
ONLINE,SES000185,SES000185,False,USR001674,2025-01-01 23:04:45,2025-01-01 23:07:32,167,Mobile,True,True,TXN000239
ONLINE,SES000186,SES000186,True,,2025-01-01 23:06:51,2025-01-01 23:30:15,1404,PC,True,True,TXN000243
ONLINE,SES000187,SES000187,True,,2025-01-01 23:10:22,2025-01-01 23:20:14,592,Mobile,True,False,
ONLINE,SES000188,SES000188,True,,2025-01-01 23:10:22,2025-01-01 23:41:13,1851,Mobile,True,True,TXN000246
ONLINE,SES000189,SES000189,False,USR000005,2025-01-01 23:16:41,2025-01-01 23:23:11,390,Mobile,True,True,TXN000244
ONLINE,SES000190,SES000190,True,,2025-01-01 23:39:42,2025-01-01 23:47:06,444,Mobile,True,True,TXN000248
ONLINE,SES000191,SES000191,True,,2025-01-01 23:57:19,2025-01-02 00:05:33,494,Mobile,True,False,
ONLINE,SES000192,SES000192,False,USR001440,2025-01-02 00:00:30,2025-01-02 00:13:27,777,Mobile,True,True,TXN000252
ONLINE,SES000193,SES000193,False,USR002431,2025-01-02 00:04:48,2025-01-02 00:13:38,530,PC,True,True,TXN000253
ONLINE,SES000194,SES000194,True,,2025-01-02 00:08:22,2025-01-02 00:18:31,609,PC,True,True,TXN000254
ONLINE,SES000195,SES000195,False,USR001012,2025-01-02 00:29:59,2025-01-02 00:46:51,1012,Mobile,False,False,
ONLINE,SES000196,SES000196,False,USR001158,2025-01-02 00:50:24,2025-01-02 01:00:24,600,PC,False,False,
ONLINE,SES000197,SES000197,False,USR002009,2025-01-02 00:54:16,2025-01-02 00:59:04,288,Mobile,True,True,TXN000260
ONLINE,SES000198,SES000198,False,USR000889,2025-01-02 01:01:31,2025-01-02 01:06:09,278,Mobile,True,True,TXN000262
ONLINE,SES000199,SES000199,True,,2025-01-02 01:03:15,2025-01-02 01:08:20,305,PC,False,False,
ONLINE,SES000200,SES000200,True,,2025-01-02 01:24:10,2025-01-02 02:04:45,2435,PC,True,True,TXN000269
ONLINE,SES000201,SES000201,True,,2025-01-02 01:26:06,2025-01-02 01:30:05,239,PC,False,False,
ONLINE,SES000202,SES000202,False,USR001289,2025-01-02 01:30:10,2025-01-02 01:59:15,1745,Mobile,True,True,TXN000266
ONLINE,SES000203,SES000203,False,USR001544,2025-01-02 02:15:52,2025-01-02 02:39:06,1394,Mobile,False,False,
ONLINE,SES000204,SES000204,False,USR003785,2025-01-02 02:17:47,2025-01-02 02:41:01,1394,PC,True,True,TXN000273
ONLINE,SES000205,SES000205,False,USR002468,2025-01-02 02:24:45,2025-01-02 02:37:02,737,Mobile,True,True,TXN000272
ONLINE,SES000206,SES000206,True,,2025-01-02 02:29:30,2025-01-02 02:42:34,784,Mobile,False,False,
ONLINE,SES000207,SES000207,True,,2025-01-02 02:29:43,2025-01-02 02:37:46,483,Mobile,False,False,
ONLINE,SES000208,SES000208,True,,2025-01-02 03:01:28,2025-01-02 03:14:37,789,Mobile,True,False,
ONLINE,SES000209,SES000209,True,,2025-01-02 03:03:42,2025-01-02 03:19:56,974,PC,True,True,TXN000279
ONLINE,SES000210,SES000210,False,USR001326,2025-01-02 03:04:36,2025-01-02 03:36:53,1937,Mobile,True,True,TXN000280
ONLINE,SES000211,SES000211,True,,2025-01-02 03:12:26,2025-01-02 03:35:32,1386,Mobile,True,True,TXN000283
ONLINE,SES000212,SES000212,True,,2025-01-02 03:14:23,2025-01-02 03:17:59,216,Mobile,False,False,
ONLINE,SES000213,SES000213,True,,2025-01-02 03:41:59,2025-01-02 03:46:13,254,Mobile,True,True,TXN000286
ONLINE,SES000214,SES000214,True,,2025-01-02 03:44:16,2025-01-02 03:55:57,701,Mobile,True,True,TXN000288
ONLINE,SES000215,SES000215,False,USR002903,2025-01-02 03:44:49,2025-01-02 03:47:26,157,Mobile,False,False,
ONLINE,SES000216,SES000216,False,USR003223,2025-01-02 03:47:34,2025-01-02 03:59:44,730,Mobile,False,False,
ONLINE,SES000217,SES000217,True,,2025-01-02 03:48:20,2025-01-02 04:00:05,705,Mobile,False,False,
ONLINE,SES000218,SES000218,False,USR000907,2025-01-02 03:49:31,2025-01-02 04:36:44,2833,Mobile,False,False,
ONLINE,SES000219,SES000219,False,USR000255,2025-01-02 03:54:14,2025-01-02 04:01:45,451,Mobile,True,False,
ONLINE,SES000220,SES000220,False,USR001253,2025-01-02 04:24:45,2025-01-02 05:08:30,2625,Mobile,True,True,TXN000293
ONLINE,SES000221,SES000221,True,,2025-01-02 04:25:16,2025-01-02 04:45:43,1227,Mobile,True,True,TXN000291
ONLINE,SES000222,SES000222,True,,2025-01-02 04:40:35,2025-01-02 04:46:13,338,Mobile,False,False,
ONLINE,SES000223,SES000223,True,,2025-01-02 04:57:01,2025-01-02 05:04:08,427,PC,True,True,TXN000294
ONLINE,SES000224,SES000224,True,,2025-01-02 04:59:35,2025-01-02 05:17:10,1055,Mobile,True,True,TXN000297
ONLINE,SES000225,SES000225,True,,2025-01-02 05:01:56,2025-01-02 05:10:16,500,Mobile,True,True,TXN000295
